t,u,v,q,theta,x,h,Va,alpha,gyrq,accx,accz,pitotVa,baroAlt,thetahat,de,dt,spAirspeed,spPitch,spAltitude
0.920992,15.762410,1.815353,0.046109,0.010099,14.069950,99.081830,15.866600,0.114665,0.075688,0.193922,-10.798650,15.775610,98.809140,0.021264,-0.268167,0.000000,15.000000,0.115241,110.000000
0.921992,15.763290,1.815153,0.045712,0.010145,14.085730,99.080170,15.867450,0.114646,0.075688,0.193922,-10.798650,15.775610,98.809140,0.021264,-0.268539,0.000000,15.000000,0.115241,110.000000
0.922992,15.764160,1.814950,0.045346,0.010190,14.101510,99.078510,15.868300,0.114627,0.075688,0.193922,-10.798650,15.775610,98.809140,0.021264,-0.268893,0.000000,15.000000,0.115241,110.000000
0.923992,15.765050,1.814745,0.045008,0.010235,14.117290,99.076860,15.869150,0.114608,0.075688,0.193922,-10.798650,15.775610,98.809140,0.021264,-0.269229,0.000000,15.000000,0.115241,110.000000
0.924992,15.765930,1.814538,0.044698,0.010280,14.133080,99.075200,15.870010,0.114588,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.269549,0.000000,15.000000,0.115241,110.000000
0.925992,15.766820,1.814329,0.044413,0.010325,14.148860,99.073550,15.870860,0.114569,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.269853,0.000000,15.000000,0.115241,110.000000
0.926992,15.767710,1.814118,0.044154,0.010369,14.164650,99.071900,15.871720,0.114549,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.270142,0.000000,15.000000,0.115241,110.000000
0.927992,15.768600,1.813907,0.043919,0.010413,14.180430,99.070250,15.872590,0.114529,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.270417,0.000000,15.000000,0.115241,110.000000
0.928992,15.769490,1.813694,0.043706,0.010457,14.196220,99.068600,15.873450,0.114510,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.270679,0.000000,15.000000,0.115241,110.000000
0.929992,15.770390,1.813481,0.043515,0.010500,14.212010,99.066960,15.874310,0.114490,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.270928,0.000000,15.000000,0.115241,110.000000
0.930992,15.771290,1.813267,0.043345,0.010544,14.227800,99.065310,15.875180,0.114470,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.271165,0.000000,15.000000,0.115241,110.000000
0.931992,15.772190,1.813053,0.043195,0.010587,14.243590,99.063660,15.876050,0.114450,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.271391,0.000000,15.000000,0.115241,110.000000
0.932992,15.773090,1.812840,0.043064,0.010630,14.259380,99.062010,15.876920,0.114430,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.271605,0.000000,15.000000,0.115241,110.000000
0.933992,15.773990,1.812626,0.042951,0.010673,14.275170,99.060360,15.877800,0.114411,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.271809,0.000000,15.000000,0.115241,110.000000
0.934992,15.774900,1.812413,0.042855,0.010716,14.290960,99.058720,15.878670,0.114391,0.066436,0.192805,-10.698780,15.806650,98.499190,0.020750,-0.272003,0.000000,15.000000,0.115241,110.000000
0.935992,15.775800,1.812201,0.042777,0.010759,14.306760,99.057080,15.879550,0.114371,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272187,0.000000,15.000000,0.115241,110.000000
0.936992,15.776710,1.811989,0.042714,0.010802,14.322550,99.055440,15.880430,0.114351,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272363,0.000000,15.000000,0.115241,110.000000
0.937992,15.777620,1.811778,0.042666,0.010844,14.338350,99.053800,15.881300,0.114331,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272530,0.000000,15.000000,0.115241,110.000000
0.938992,15.778530,1.811569,0.042633,0.010887,14.354140,99.052160,15.882180,0.114312,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272688,0.000000,15.000000,0.115241,110.000000
0.939992,15.779440,1.811360,0.042613,0.010930,14.369940,99.050520,15.883070,0.114292,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272840,0.000000,15.000000,0.115241,110.000000
0.940992,15.780350,1.811153,0.042607,0.010972,14.385740,99.048880,15.883950,0.114273,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.272983,0.000000,15.000000,0.115241,110.000000
0.941991,15.781260,1.810948,0.042614,0.011015,14.401540,99.047240,15.884830,0.114253,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.273120,0.000000,15.000000,0.115241,110.000000
0.942991,15.782180,1.810744,0.042633,0.011058,14.417340,99.045600,15.885710,0.114234,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.273250,0.000000,15.000000,0.115241,110.000000
0.943991,15.783090,1.810542,0.042664,0.011100,14.433140,99.043970,15.886600,0.114215,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.273374,0.000000,15.000000,0.115241,110.000000
0.944991,15.784010,1.810342,0.042705,0.011143,14.448940,99.042340,15.887490,0.114196,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.273491,0.000000,15.000000,0.115241,110.000000
0.945991,15.784920,1.810144,0.042758,0.011186,14.464750,99.040700,15.888370,0.114177,0.062782,0.187287,-10.617380,15.783430,97.118460,0.020216,-0.273603,0.000000,15.000000,0.115241,110.000000
0.946991,15.785840,1.809948,0.042820,0.011228,14.480550,99.039070,15.889260,0.114158,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.273709,0.000000,15.000000,0.115241,110.000000
0.947991,15.786750,1.809755,0.042893,0.011271,14.496360,99.037440,15.890150,0.114139,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.273811,0.000000,15.000000,0.115241,110.000000
0.948991,15.787670,1.809564,0.042975,0.011314,14.512160,99.035800,15.891040,0.114121,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.273907,0.000000,15.000000,0.115241,110.000000
0.949991,15.788590,1.809375,0.043065,0.011357,14.527970,99.034170,15.891930,0.114102,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.273999,0.000000,15.000000,0.115241,110.000000
0.950991,15.789510,1.809188,0.043165,0.011400,14.543780,99.032540,15.892820,0.114084,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274086,0.000000,15.000000,0.115241,110.000000
0.951991,15.790420,1.809005,0.043273,0.011444,14.559590,99.030910,15.893710,0.114066,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274169,0.000000,15.000000,0.115241,110.000000
0.952991,15.791340,1.808824,0.043388,0.011487,14.575400,99.029290,15.894600,0.114048,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274247,0.000000,15.000000,0.115241,110.000000
0.953991,15.792260,1.808645,0.043511,0.011530,14.591210,99.027660,15.895490,0.114031,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274322,0.000000,15.000000,0.115241,110.000000
0.954991,15.793180,1.808470,0.043641,0.011574,14.607020,99.026040,15.896390,0.114013,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274394,0.000000,15.000000,0.115241,110.000000
0.955991,15.794100,1.808298,0.043779,0.011618,14.622840,99.024410,15.897280,0.113996,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274462,0.000000,15.000000,0.115241,110.000000
0.956991,15.795020,1.808128,0.043922,0.011662,14.638650,99.022790,15.898170,0.113978,0.054703,0.183856,-10.571710,15.787510,98.074040,0.019649,-0.274526,0.000000,15.000000,0.115241,110.000000
0.957991,15.795930,1.807961,0.044073,0.011706,14.654470,99.021160,15.899060,0.113962,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274588,0.000000,15.000000,0.115241,110.000000
0.958991,15.796850,1.807798,0.044229,0.011750,14.670280,99.019540,15.899960,0.113945,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274646,0.000000,15.000000,0.115241,110.000000
0.959991,15.797770,1.807637,0.044391,0.011794,14.686100,99.017910,15.900850,0.113928,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274702,0.000000,15.000000,0.115241,110.000000
0.960991,15.798690,1.807480,0.044559,0.011838,14.701920,99.016300,15.901750,0.113912,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274754,0.000000,15.000000,0.115241,110.000000
0.961991,15.799610,1.807326,0.044732,0.011883,14.717740,99.014680,15.902640,0.113896,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274805,0.000000,15.000000,0.115241,110.000000
0.962991,15.800520,1.807175,0.044910,0.011928,14.733560,99.013060,15.903540,0.113880,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274853,0.000000,15.000000,0.115241,110.000000
0.963991,15.801440,1.807028,0.045093,0.011973,14.749380,99.011440,15.904430,0.113864,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.274898,0.000000,15.000000,0.115241,110.000000
0.964991,15.802360,1.806885,0.045296,0.012018,14.765200,99.009830,15.905330,0.113848,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.275147,0.000000,15.000000,0.115241,110.000000
0.965991,15.803280,1.806749,0.045534,0.012064,14.781030,99.008210,15.906230,0.113833,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.275590,0.000000,15.000000,0.115241,110.000000
0.966991,15.804210,1.806620,0.045804,0.012109,14.796850,99.006590,15.907130,0.113819,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.276011,0.000000,15.000000,0.115241,110.000000
0.967991,15.805130,1.806498,0.046105,0.012155,14.812680,99.004970,15.908040,0.113804,0.051451,0.178818,-10.550600,15.834620,97.616840,0.019062,-0.276412,0.000000,15.000000,0.115241,110.000000
0.968991,15.806060,1.806384,0.046435,0.012201,14.828500,99.003360,15.908950,0.113791,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.276793,0.000000,15.000000,0.115241,110.000000
0.969991,15.806990,1.806277,0.046794,0.012248,14.844330,99.001750,15.909860,0.113777,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.277155,0.000000,15.000000,0.115241,110.000000
0.970991,15.807930,1.806179,0.047178,0.012295,14.860160,99.000140,15.910780,0.113764,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.277500,0.000000,15.000000,0.115241,110.000000
0.971991,15.808860,1.806088,0.047588,0.012342,14.875990,98.998530,15.911700,0.113752,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.277828,0.000000,15.000000,0.115241,110.000000
0.972991,15.809800,1.806006,0.048021,0.012390,14.891820,98.996920,15.912620,0.113740,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.278140,0.000000,15.000000,0.115241,110.000000
0.973991,15.810730,1.805933,0.048477,0.012438,14.907650,98.995310,15.913540,0.113729,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.278437,0.000000,15.000000,0.115241,110.000000
0.974991,15.811670,1.805868,0.048953,0.012487,14.923480,98.993700,15.914460,0.113718,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.278719,0.000000,15.000000,0.115241,110.000000
0.975991,15.812610,1.805813,0.049450,0.012536,14.939320,98.992090,15.915390,0.113708,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.278988,0.000000,15.000000,0.115241,110.000000
0.976991,15.813550,1.805766,0.049965,0.012586,14.955150,98.990480,15.916320,0.113699,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.279243,0.000000,15.000000,0.115241,110.000000
0.977991,15.814490,1.805729,0.050498,0.012636,14.970990,98.988870,15.917250,0.113690,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.279486,0.000000,15.000000,0.115241,110.000000
0.978991,15.815430,1.805701,0.051048,0.012687,14.986820,98.987270,15.918180,0.113681,0.053122,0.191254,-10.563680,15.818790,98.279270,0.019659,-0.279717,0.000000,15.000000,0.115241,110.000000
0.979991,15.816370,1.805682,0.051613,0.012738,15.002660,98.985660,15.919110,0.113673,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.279937,0.000000,15.000000,0.115241,110.000000
0.980991,15.817310,1.805673,0.052194,0.012790,15.018500,98.984060,15.920040,0.113666,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.280146,0.000000,15.000000,0.115241,110.000000
0.981991,15.818250,1.805674,0.052788,0.012843,15.034340,98.982460,15.920980,0.113659,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.280345,0.000000,15.000000,0.115241,110.000000
0.982991,15.819190,1.805684,0.053395,0.012896,15.050180,98.980860,15.921920,0.113653,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.280535,0.000000,15.000000,0.115241,110.000000
0.983991,15.820140,1.805704,0.054015,0.012950,15.066020,98.979260,15.922850,0.113648,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.280715,0.000000,15.000000,0.115241,110.000000
0.984991,15.821080,1.805734,0.054646,0.013004,15.081860,98.977650,15.923790,0.113643,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.280886,0.000000,15.000000,0.115241,110.000000
0.985991,15.822020,1.805774,0.055288,0.013059,15.097710,98.976050,15.924730,0.113639,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.281049,0.000000,15.000000,0.115241,110.000000
0.986991,15.822960,1.805824,0.055940,0.013115,15.113550,98.974450,15.925670,0.113635,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.281204,0.000000,15.000000,0.115241,110.000000
0.987991,15.823900,1.805884,0.056602,0.013171,15.129400,98.972850,15.926610,0.113632,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.281351,0.000000,15.000000,0.115241,110.000000
0.988991,15.824840,1.805954,0.057272,0.013228,15.145240,98.971260,15.927550,0.113630,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.281491,0.000000,15.000000,0.115241,110.000000
0.989991,15.825780,1.806034,0.057950,0.013285,15.161090,98.969670,15.928500,0.113628,0.050896,0.203548,-10.615500,15.839730,97.887290,0.020551,-0.281625,0.000000,15.000000,0.115241,110.000000
0.990991,15.826720,1.806124,0.058636,0.013344,15.176940,98.968070,15.929440,0.113627,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.281751,0.000000,15.000000,0.115241,110.000000
0.991991,15.827650,1.806224,0.059328,0.013403,15.192790,98.966480,15.930380,0.113627,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.281872,0.000000,15.000000,0.115241,110.000000
0.992991,15.828590,1.806335,0.060028,0.013462,15.208640,98.964880,15.931330,0.113627,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.281987,0.000000,15.000000,0.115241,110.000000
0.993991,15.829530,1.806455,0.060732,0.013523,15.224490,98.963290,15.932270,0.113628,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282096,0.000000,15.000000,0.115241,110.000000
0.994991,15.830460,1.806585,0.061443,0.013584,15.240350,98.961690,15.933210,0.113629,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282200,0.000000,15.000000,0.115241,110.000000
0.995991,15.831400,1.806726,0.062158,0.013646,15.256200,98.960100,15.934160,0.113631,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282299,0.000000,15.000000,0.115241,110.000000
0.996991,15.832330,1.806876,0.062878,0.013708,15.272060,98.958510,15.935100,0.113634,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282393,0.000000,15.000000,0.115241,110.000000
0.997991,15.833260,1.807037,0.063601,0.013771,15.287910,98.956920,15.936050,0.113638,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282482,0.000000,15.000000,0.115241,110.000000
0.998991,15.834190,1.807207,0.064328,0.013835,15.303770,98.955340,15.936990,0.113642,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282567,0.000000,15.000000,0.115241,110.000000
0.999991,15.835120,1.807388,0.065059,0.013900,15.319630,98.953750,15.937930,0.113646,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282648,0.000000,15.000000,0.115241,110.000000
1.000991,15.836050,1.807578,0.065792,0.013965,15.335490,98.952160,15.938880,0.113651,0.051183,0.218982,-10.696590,15.834990,98.314240,0.021768,-0.282725,0.000000,15.000000,0.115241,110.000000
1.001991,15.836980,1.807778,0.066528,0.014032,15.351350,98.950580,15.939820,0.113657,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.282798,0.000000,15.000000,0.115241,110.000000
1.002991,15.837900,1.807988,0.067265,0.014098,15.367210,98.948990,15.940770,0.113664,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.282867,0.000000,15.000000,0.115241,110.000000
1.003991,15.838830,1.808208,0.068005,0.014166,15.383070,98.947400,15.941710,0.113671,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.282934,0.000000,15.000000,0.115241,110.000000
1.004991,15.839750,1.808437,0.068745,0.014234,15.398940,98.945820,15.942650,0.113679,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.282997,0.000000,15.000000,0.115241,110.000000
1.005991,15.840670,1.808676,0.069487,0.014304,15.414800,98.944240,15.943590,0.113687,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283056,0.000000,15.000000,0.115241,110.000000
1.006991,15.841590,1.808925,0.070230,0.014373,15.430670,98.942660,15.944540,0.113696,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283113,0.000000,15.000000,0.115241,110.000000
1.007991,15.842510,1.809183,0.070973,0.014444,15.446530,98.941080,15.945480,0.113705,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283168,0.000000,15.000000,0.116116,110.000000
1.008991,15.843430,1.809451,0.071716,0.014515,15.462400,98.939500,15.946420,0.113716,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283219,0.000000,15.000000,0.116116,110.000000
1.009991,15.844340,1.809728,0.072459,0.014587,15.478270,98.937920,15.947360,0.113726,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283268,0.000000,15.000000,0.116116,110.000000
1.010991,15.845260,1.810014,0.073202,0.014660,15.494140,98.936340,15.948300,0.113738,0.056122,0.247639,-10.800420,15.827830,98.388450,0.024030,-0.283315,0.000000,15.000000,0.116116,110.000000
1.011991,15.846170,1.810310,0.073944,0.014734,15.510010,98.934760,15.949240,0.113750,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283359,0.000000,15.000000,0.116116,110.000000
1.012991,15.847080,1.810614,0.074686,0.014808,15.525880,98.933180,15.950180,0.113762,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283402,0.000000,15.000000,0.116116,110.000000
1.013991,15.847990,1.810928,0.075426,0.014883,15.541750,98.931610,15.951120,0.113775,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283442,0.000000,15.000000,0.116116,110.000000
1.014991,15.848890,1.811252,0.076169,0.014959,15.557630,98.930040,15.952060,0.113789,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283534,0.000000,15.000000,0.116116,110.000000
1.015991,15.849800,1.811585,0.076919,0.015036,15.573500,98.928470,15.952990,0.113803,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283677,0.000000,15.000000,0.116116,110.000000
1.016991,15.850710,1.811927,0.077675,0.015113,15.589380,98.926900,15.953930,0.113818,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283813,0.000000,15.000000,0.116116,110.000000
1.017992,15.851610,1.812280,0.078436,0.015191,15.605250,98.925320,15.954870,0.113834,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.283943,0.000000,15.000000,0.116116,110.000000
1.018992,15.852510,1.812642,0.079202,0.015270,15.621130,98.923750,15.955810,0.113850,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.284065,0.000000,15.000000,0.116116,110.000000
1.019992,15.853410,1.813015,0.079972,0.015349,15.637010,98.922180,15.956750,0.113867,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.284182,0.000000,15.000000,0.116116,110.000000
1.020992,15.854310,1.813396,0.080745,0.015430,15.652890,98.920610,15.957680,0.113884,0.058515,0.262410,-10.905920,15.837670,97.076800,0.025661,-0.284294,0.000000,15.000000,0.116116,110.000000
1.021992,15.855210,1.813788,0.081522,0.015511,15.668770,98.919040,15.958620,0.113902,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284400,0.000000,15.000000,0.116116,110.000000
1.022992,15.856110,1.814189,0.082301,0.015593,15.684650,98.917470,15.959560,0.113920,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284500,0.000000,15.000000,0.116116,110.000000
1.023992,15.857010,1.814599,0.083083,0.015675,15.700530,98.915910,15.960500,0.113940,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284596,0.000000,15.000000,0.116116,110.000000
1.024992,15.857900,1.815019,0.083866,0.015759,15.716420,98.914340,15.961430,0.113959,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284687,0.000000,15.000000,0.116116,110.000000
1.025992,15.858790,1.815449,0.084651,0.015843,15.732300,98.912780,15.962370,0.113980,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284774,0.000000,15.000000,0.116116,110.000000
1.026992,15.859690,1.815887,0.085437,0.015928,15.748190,98.911220,15.963300,0.114001,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284856,0.000000,15.000000,0.116116,110.000000
1.027992,15.860580,1.816335,0.086223,0.016014,15.764080,98.909650,15.964240,0.114022,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.284935,0.000000,15.000000,0.116116,110.000000
1.028992,15.861460,1.816793,0.087010,0.016101,15.779970,98.908090,15.965170,0.114044,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.285009,0.000000,15.000000,0.116116,110.000000
1.029992,15.862350,1.817259,0.087796,0.016188,15.795860,98.906520,15.966110,0.114067,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.285080,0.000000,15.000000,0.116116,110.000000
1.030992,15.863230,1.817735,0.088582,0.016276,15.811750,98.904970,15.967040,0.114090,0.062651,0.270021,-11.019660,15.810350,98.059750,0.026682,-0.285148,0.000000,15.000000,0.116116,110.000000
1.031992,15.864120,1.818219,0.089368,0.016365,15.827640,98.903410,15.967970,0.114114,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285212,0.000000,15.000000,0.116116,110.000000
1.032992,15.865000,1.818712,0.090152,0.016455,15.843530,98.901860,15.968900,0.114139,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285273,0.000000,15.000000,0.116116,110.000000
1.033992,15.865880,1.819215,0.090934,0.016546,15.859420,98.900300,15.969830,0.114164,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285331,0.000000,15.000000,0.116116,110.000000
1.034992,15.866750,1.819725,0.091715,0.016637,15.875320,98.898740,15.970760,0.114189,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285386,0.000000,15.000000,0.116116,110.000000
1.035992,15.867630,1.820245,0.092495,0.016729,15.891210,98.897190,15.971690,0.114215,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285439,0.000000,15.000000,0.116116,110.000000
1.036992,15.868500,1.820773,0.093272,0.016822,15.907110,98.895630,15.972620,0.114242,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285489,0.000000,15.000000,0.116116,110.000000
1.037992,15.869370,1.821309,0.094046,0.016916,15.923010,98.894070,15.973540,0.114269,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285536,0.000000,15.000000,0.116116,110.000000
1.038993,15.870240,1.821854,0.094818,0.017010,15.938900,98.892520,15.974470,0.114297,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285581,0.000000,15.000000,0.116116,110.000000
1.039993,15.871110,1.822407,0.095587,0.017105,15.954800,98.890980,15.975390,0.114325,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285624,0.000000,15.000000,0.116116,110.000000
1.040993,15.871970,1.822968,0.096353,0.017201,15.970700,98.889430,15.976320,0.114354,0.072014,0.289045,-11.145830,15.828290,97.680370,0.028324,-0.285665,0.000000,15.000000,0.116116,110.000000
1.041993,15.872830,1.823537,0.097115,0.017298,15.986610,98.887880,15.977240,0.114383,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285704,0.000000,15.000000,0.116116,110.000000
1.042993,15.873690,1.824114,0.097874,0.017395,16.002510,98.886330,15.978160,0.114412,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285741,0.000000,15.000000,0.116116,110.000000
1.043993,15.874550,1.824699,0.098629,0.017494,16.018410,98.884780,15.979080,0.114443,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285777,0.000000,15.000000,0.116116,110.000000
1.044993,15.875410,1.825291,0.099380,0.017593,16.034320,98.883230,15.979990,0.114473,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285810,0.000000,15.000000,0.116116,110.000000
1.045993,15.876260,1.825891,0.100128,0.017692,16.050220,98.881680,15.980910,0.114505,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285842,0.000000,15.000000,0.116116,110.000000
1.046993,15.877110,1.826498,0.100871,0.017793,16.066130,98.880140,15.981830,0.114536,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285872,0.000000,15.000000,0.116116,110.000000
1.047993,15.877960,1.827113,0.101609,0.017894,16.082040,98.878600,15.982740,0.114568,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285901,0.000000,15.000000,0.116116,110.000000
1.048993,15.878810,1.827735,0.102343,0.017996,16.097950,98.877060,15.983650,0.114601,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285928,0.000000,15.000000,0.116116,110.000000
1.049993,15.879650,1.828364,0.103073,0.018099,16.113860,98.875520,15.984560,0.114634,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285955,0.000000,15.000000,0.116116,110.000000
1.050993,15.880500,1.829000,0.103797,0.018202,16.129770,98.873980,15.985480,0.114668,0.079700,0.315409,-11.272060,15.849670,97.352310,0.030608,-0.285979,0.000000,15.000000,0.116116,110.000000
1.051993,15.881340,1.829643,0.104516,0.018306,16.145680,98.872440,15.986380,0.114701,0.086696,0.337676,-11.388900,15.872650,97.521420,0.032872,-0.286003,0.000000,15.000000,0.116116,110.000000
1.052993,15.882180,1.830292,0.105231,0.018411,16.161590,98.870900,15.987290,0.114736,0.086696,0.337676,-11.388900,15.872650,97.521420,0.032872,-0.286025,0.000000,15.000000,0.116116,110.000000
1.053993,15.883010,1.830948,0.105940,0.018517,16.177500,98.869360,15.988200,0.114771,0.086696,0.337676,-11.388900,15.872650,97.521420,0.032872,-0.286047,0.000000,15.000000,0.116116,110.000000
1.054993,15.883850,1.831611,0.106644,0.018623,16.193420,98.867830,15.989100,0.114806,0.086696,0.337676,-11.388900,15.872650,97.521420,0.032872,-0.286067,0.000000,15.000000,0.116116,110.000000
1.055993,15.884680,1.832280,0.107342,0.018730,16.209330,98.866290,15.990000,0.114841,0.086696,0.337676,-11.388900,15.872650,97.521420,0.032872,-0.286086,0.000000,15.000000,0.116116,110.000000
