ax,ay,az,gx,gy,gz,mx,my,mz
0.229855,-0.186757,-8.844632,-0.000277,-0.000509,0.000164,-30.368494,-7.192384,34.901806
0.229855,-0.186757,-8.844632,-0.000277,-0.000509,0.000164,-30.368494,-7.192384,34.901806
0.220278,-0.186757,-8.835054,-0.000144,0.000956,0.000696,-30.368494,-7.192384,34.901806
0.220278,-0.186757,-8.835054,-0.000144,0.000956,0.000696,-30.368494,-7.192384,34.901806
0.220278,-0.196335,-8.858997,-0.000676,0.000557,-0.000635,-29.475304,-7.731813,33.346775
0.244221,-0.196335,-8.835054,0.000256,0.000423,-0.000103,-29.475304,-7.731813,33.346775
0.244221,-0.196335,-8.835054,0.000256,0.000423,-0.000103,-29.475304,-7.731813,33.346775
0.234644,-0.191546,-8.844632,0.000389,-0.000642,-0.000369,-29.475304,-7.731813,33.346775
0.234644,-0.191546,-8.844632,0.000389,-0.000642,-0.000369,-29.475304,-7.731813,33.346775
0.239432,-0.191546,-8.820688,-0.000144,-0.000775,-0.000103,-29.475304,-7.731813,33.346775
0.239432,-0.191546,-8.820688,-0.000144,-0.000775,-0.000103,-29.475304,-7.731813,33.346775
0.234644,-0.177180,-8.839843,-0.001342,0.000024,0.000430,-29.475304,-7.731813,33.346775
0.234644,-0.177180,-8.839843,-0.001342,0.000024,0.000430,-29.475304,-7.731813,33.346775
0.225066,-0.196335,-8.820688,-0.000543,0.000024,0.000297,-29.475304,-7.731813,33.346775
0.225066,-0.196335,-8.820688,-0.000543,0.000024,0.000297,-29.475304,-7.731813,33.346775
0.225066,-0.201123,-8.844632,0.000256,-0.000109,-0.000369,-30.189857,-6.293336,36.111275
0.225066,-0.201123,-8.844632,0.000256,-0.000109,-0.000369,-30.189857,-6.293336,36.111275
0.229855,-0.191546,-8.835054,0.000788,0.000690,0.000963,-30.189857,-6.293336,36.111275
0.234644,-0.186757,-8.835054,-0.000011,0.000157,-0.000236,-30.189857,-6.293336,36.111275
0.234644,-0.186757,-8.835054,-0.000011,0.000157,-0.000236,-30.189857,-6.293336,36.111275
0.234644,-0.191546,-8.839843,-0.000543,0.000024,0.000563,-30.189857,-6.293336,36.111275
0.234644,-0.191546,-8.839843,-0.000543,0.000024,0.000563,-30.189857,-6.293336,36.111275
0.229855,-0.191546,-8.820688,-0.000410,0.000690,0.000696,-30.189857,-6.293336,36.111275
0.229855,-0.191546,-8.820688,-0.000410,0.000690,0.000696,-30.189857,-6.293336,36.111275
0.244221,-0.215489,-8.820688,-0.000410,0.000690,0.000430,-30.189857,-6.293336,36.111275
0.244221,-0.215489,-8.820688,-0.000410,0.000690,0.000430,-30.189857,-6.293336,36.111275
0.229855,-0.196335,-8.839843,0.000123,0.000290,0.000297,-31.083048,-6.473145,34.556244
0.229855,-0.196335,-8.839843,0.000123,0.000290,0.000297,-31.083048,-6.473145,34.556244
0.229855,-0.205912,-8.839843,0.000123,0.000290,0.000164,-31.083048,-6.473145,34.556244
0.239432,-0.186757,-8.825478,0.000123,-0.000109,0.000297,-31.083048,-6.473145,34.556244
0.239432,-0.186757,-8.825478,0.000123,-0.000109,0.000297,-31.083048,-6.473145,34.556244
0.229855,-0.196335,-8.858997,-0.000277,0.000024,0.000164,-31.083048,-6.473145,34.556244
0.229855,-0.196335,-8.858997,-0.000277,0.000024,0.000164,-31.083048,-6.473145,34.556244
0.220278,-0.186757,-8.844632,-0.000011,0.000157,-0.000236,-31.083048,-6.473145,34.556244
0.220278,-0.186757,-8.844632,-0.000011,0.000157,-0.000236,-31.083048,-6.473145,34.556244
0.234644,-0.191546,-8.844632,-0.000277,-0.000242,0.000164,-31.083048,-6.473145,34.556244
0.234644,-0.191546,-8.844632,-0.000277,-0.000242,0.000164,-31.083048,-6.473145,34.556244
0.234644,-0.191546,-8.835054,-0.000011,-0.000775,0.000430,-30.725771,-7.192384,35.938492
0.234644,-0.191546,-8.835054,-0.000011,-0.000775,0.000430,-30.725771,-7.192384,35.938492
0.239432,-0.191546,-8.854209,-0.000144,-0.000509,0.000830,-30.725771,-7.192384,35.938492
0.239432,-0.191546,-8.854209,-0.000144,-0.000509,0.000830,-30.725771,-7.192384,35.938492
0.239432,-0.201123,-8.844632,-0.001209,0.000423,0.000164,-30.725771,-7.192384,35.938492
0.229855,-0.186757,-8.820688,0.000389,0.000024,-0.000635,-30.725771,-7.192384,35.938492
0.229855,-0.186757,-8.820688,0.000389,0.000024,-0.000635,-30.725771,-7.192384,35.938492
0.234644,-0.191546,-8.854209,-0.000011,0.000690,-0.000103,-30.725771,-7.192384,35.938492
0.234644,-0.191546,-8.854209,-0.000011,0.000690,-0.000103,-30.725771,-7.192384,35.938492
0.234644,-0.196335,-8.825478,0.000921,0.000956,-0.000369,-30.725771,-7.192384,35.938492
0.234644,-0.196335,-8.825478,0.000921,0.000956,-0.000369,-30.725771,-7.192384,35.938492
0.239432,-0.196335,-8.820688,0.000123,0.000290,-0.000103,-30.725771,-7.192384,35.938492
0.239432,-0.196335,-8.820688,0.000123,0.000290,-0.000103,-30.725771,-7.192384,35.938492
0.234644,-0.196335,-8.830266,-0.000011,-0.000376,0.000830,-30.725771,-7.192384,35.938492
0.234644,-0.196335,-8.830266,-0.000011,-0.000376,0.000830,-30.725771,-7.192384,35.938492
0.229855,-0.196335,-8.820688,0.000389,0.000290,-0.000103,-30.725771,-7.192384,35.938492
0.215489,-0.205912,-8.835054,0.001055,0.000290,-0.000502,-30.725771,-7.192384,35.938492
0.215489,-0.205912,-8.835054,0.001055,0.000290,-0.000502,-30.725771,-7.192384,35.938492
0.239432,-0.177180,-8.825478,0.000123,0.000690,0.000963,-30.725771,-7.192384,35.938492
0.239432,-0.177180,-8.825478,0.000123,0.000690,0.000963,-30.725771,-7.192384,35.938492
0.229855,-0.177180,-8.815900,0.000788,-0.000109,-0.000236,-30.725771,-7.192384,35.938492
0.229855,-0.177180,-8.815900,0.000788,-0.000109,-0.000236,-30.725771,-7.192384,35.938492
0.239432,-0.196335,-8.815900,0.000256,0.000157,0.000164,-30.725771,-7.192384,35.938492
0.239432,-0.196335,-8.815900,0.000256,0.000157,0.000164,-30.725771,-7.192384,35.938492
0.234644,-0.186757,-8.835054,0.000389,-0.000109,0.000696,-30.904409,-7.372194,36.456837
0.234644,-0.186757,-8.835054,0.000389,-0.000109,0.000696,-30.904409,-7.372194,36.456837
0.234644,-0.191546,-8.839843,0.001321,0.000690,-0.000103,-30.904409,-7.372194,36.456837
0.234644,-0.191546,-8.839843,0.001321,0.000690,-0.000103,-30.904409,-7.372194,36.456837
0.225066,-0.191546,-8.844632,0.000256,0.000557,0.000164,-30.904409,-7.372194,36.456837
0.239432,-0.196335,-8.849421,0.000123,0.000290,0.000031,-30.904409,-7.372194,36.456837
0.239432,-0.196335,-8.849421,0.000123,0.000290,0.000031,-30.904409,-7.372194,36.456837
0.239432,-0.181969,-8.825478,-0.000277,-0.000242,0.000297,-30.904409,-7.372194,36.456837
0.239432,-0.181969,-8.825478,-0.000277,-0.000242,0.000297,-30.904409,-7.372194,36.456837
0.225066,-0.186757,-8.830266,-0.000676,-0.000376,0.000563,-30.904409,-7.372194,36.456837
0.225066,-0.186757,-8.830266,-0.000676,-0.000376,0.000563,-30.904409,-7.372194,36.456837
0.215489,-0.186757,-8.844632,-0.000144,0.000557,-0.000103,-30.725771,-8.271241,35.592930
0.215489,-0.186757,-8.844632,-0.000144,0.000557,-0.000103,-30.725771,-8.271241,35.592930
0.234644,-0.191546,-8.825478,0.000256,0.000024,-0.001035,-30.725771,-8.271241,35.592930
0.234644,-0.191546,-8.825478,0.000256,0.000024,-0.001035,-30.725771,-8.271241,35.592930
0.225066,-0.191546,-8.849421,-0.000011,0.000557,-0.001434,-30.725771,-8.271241,35.592930
0.229855,-0.191546,-8.835054,0.001321,-0.000109,-0.001035,-30.725771,-8.271241,35.592930
0.229855,-0.191546,-8.835054,0.001321,-0.000109,-0.001035,-30.725771,-8.271241,35.592930
0.234644,-0.172391,-8.820688,-0.000144,-0.000376,-0.000103,-30.725771,-8.271241,35.592930
0.234644,-0.172391,-8.820688,-0.000144,-0.000376,-0.000103,-30.725771,-8.271241,35.592930
0.234644,-0.196335,-8.835054,0.000256,0.000157,-0.000502,-30.725771,-8.271241,35.592930
0.234644,-0.196335,-8.835054,0.000256,0.000157,-0.000502,-30.725771,-8.271241,35.592930
0.215489,-0.215489,-8.806323,0.000655,0.000423,-0.000103,-31.083048,-6.473145,35.592930
0.215489,-0.215489,-8.806323,0.000655,0.000423,-0.000103,-31.083048,-6.473145,35.592930
0.239432,-0.191546,-8.854209,0.000522,-0.000242,0.000164,-31.083048,-6.473145,35.592930
0.239432,-0.191546,-8.854209,0.000522,-0.000242,0.000164,-31.083048,-6.473145,35.592930
0.229855,-0.210700,-8.839843,-0.000277,0.000557,-0.000502,-31.083048,-6.473145,35.592930
0.229855,-0.210700,-8.839843,-0.000277,0.000557,-0.000502,-31.083048,-6.473145,35.592930
0.225066,-0.181969,-8.820688,-0.000144,-0.000109,-0.000103,-31.083048,-6.473145,35.592930
0.225066,-0.201123,-8.849421,0.000123,0.001089,0.000563,-31.083048,-6.473145,35.592930
0.225066,-0.201123,-8.849421,0.000123,0.001089,0.000563,-31.083048,-6.473145,35.592930
0.239432,-0.201123,-8.839843,-0.000277,0.000157,0.000563,-31.083048,-6.473145,35.592930
0.239432,-0.201123,-8.839843,-0.000277,0.000157,0.000563,-31.083048,-6.473145,35.592930
0.249010,-0.201123,-8.839843,0.000655,-0.000376,-0.000236,-31.440325,-5.753907,34.901806
0.249010,-0.201123,-8.839843,0.000655,-0.000376,-0.000236,-31.440325,-5.753907,34.901806
0.239432,-0.201123,-8.811111,0.000256,-0.000509,0.000164,-31.440325,-5.753907,34.901806
0.239432,-0.201123,-8.811111,0.000256,-0.000509,0.000164,-31.440325,-5.753907,34.901806
0.249010,-0.186757,-8.839843,-0.000144,-0.000109,0.000430,-31.440325,-5.753907,34.901806
0.249010,-0.186757,-8.839843,-0.000144,-0.000109,0.000430,-31.440325,-5.753907,34.901806
0.225066,-0.181969,-8.830266,-0.000277,0.000024,0.000164,-31.440325,-5.753907,34.901806
0.234644,-0.196335,-8.835054,-0.000011,-0.000775,-0.000103,-31.440325,-5.753907,34.901806
0.234644,-0.196335,-8.835054,-0.000011,-0.000775,-0.000103,-31.440325,-5.753907,34.901806
0.239432,-0.186757,-8.825478,-0.000277,0.000024,-0.000103,-31.440325,-5.753907,34.901806
0.239432,-0.186757,-8.825478,-0.000277,0.000024,-0.000103,-31.440325,-5.753907,34.901806
0.229855,-0.205912,-8.825478,-0.000277,0.000823,-0.000502,-31.797600,-7.552003,35.592930
0.229855,-0.205912,-8.825478,-0.000277,0.000823,-0.000502,-31.797600,-7.552003,35.592930
0.234644,-0.186757,-8.830266,0.000788,-0.000109,0.000164,-31.797600,-7.552003,35.592930
0.234644,-0.186757,-8.830266,0.000788,-0.000109,0.000164,-31.797600,-7.552003,35.592930
0.239432,-0.191546,-8.839843,-0.000277,-0.000242,-0.000502,-31.797600,-7.552003,35.592930
0.239432,-0.191546,-8.839843,-0.000277,-0.000242,-0.000502,-31.797600,-7.552003,35.592930
0.249010,-0.191546,-8.835054,0.000655,-0.000376,0.000430,-31.797600,-7.552003,35.592930
0.249010,-0.191546,-8.835054,0.000655,-0.000376,0.000430,-31.797600,-7.552003,35.592930
0.234644,-0.191546,-8.844632,0.000123,0.000157,0.000430,-31.797600,-7.552003,35.592930
0.229855,-0.186757,-8.854209,0.000256,-0.000642,-0.000236,-31.797600,-7.552003,35.592930
0.229855,-0.186757,-8.854209,0.000256,-0.000642,-0.000236,-31.797600,-7.552003,35.592930
0.220278,-0.181969,-8.839843,-0.000144,-0.000376,0.000430,-29.296665,-7.192384,35.247368
0.220278,-0.181969,-8.839843,-0.000144,-0.000376,0.000430,-29.296665,-7.192384,35.247368
0.239432,-0.177180,-8.858997,-0.000011,0.000423,0.000164,-29.296665,-7.192384,35.247368
0.239432,-0.177180,-8.858997,-0.000011,0.000423,0.000164,-29.296665,-7.192384,35.247368
0.229855,-0.191546,-8.820688,0.000123,-0.000109,0.000297,-29.296665,-7.192384,35.247368
0.229855,-0.191546,-8.820688,0.000123,-0.000109,0.000297,-29.296665,-7.192384,35.247368
0.229855,-0.196335,-8.835054,0.000522,-0.000242,-0.000369,-29.296665,-7.192384,35.247368
0.229855,-0.196335,-8.835054,0.000522,-0.000242,-0.000369,-29.296665,-7.192384,35.247368
0.239432,-0.181969,-8.825478,0.000256,-0.000109,-0.000103,-29.296665,-7.192384,35.247368
0.229855,-0.181969,-8.849421,-0.000277,-0.000775,0.000563,-29.296665,-7.192384,35.247368
0.229855,-0.181969,-8.849421,-0.000277,-0.000775,0.000563,-29.296665,-7.192384,35.247368
0.234644,-0.181969,-8.844632,-0.000011,-0.000109,-0.000103,-29.296665,-7.192384,35.247368
0.234644,-0.181969,-8.844632,-0.000011,-0.000109,-0.000103,-29.296665,-7.192384,35.247368
0.234644,-0.186757,-8.844632,0.000123,-0.000242,-0.000236,-30.725771,-6.113526,35.247368
0.234644,-0.186757,-8.844632,0.000123,-0.000242,-0.000236,-30.725771,-6.113526,35.247368
0.239432,-0.191546,-8.835054,-0.000011,-0.000242,-0.000502,-30.725771,-6.113526,35.247368
0.239432,-0.191546,-8.835054,-0.000011,-0.000242,-0.000502,-30.725771,-6.113526,35.247368
0.220278,-0.210700,-8.830266,-0.000277,0.000157,-0.000103,-30.725771,-6.113526,35.247368
0.220278,-0.210700,-8.830266,-0.000277,0.000157,-0.000103,-30.725771,-6.113526,35.247368
0.229855,-0.186757,-8.825478,-0.000277,0.000024,0.000297,-30.725771,-6.113526,35.247368
0.229855,-0.186757,-8.825478,-0.000277,0.000024,0.000297,-30.725771,-6.113526,35.247368
0.229855,-0.186757,-8.825478,-0.000410,-0.000109,0.000297,-30.725771,-6.113526,35.247368
0.225066,-0.181969,-8.849421,-0.000144,0.000157,0.000430,-30.725771,-6.113526,35.247368
0.225066,-0.181969,-8.849421,-0.000144,0.000157,0.000430,-30.725771,-6.113526,35.247368
0.234644,-0.186757,-8.835054,0.000921,-0.000908,0.000430,-30.011219,-6.113526,36.629616
0.234644,-0.186757,-8.835054,0.000921,-0.000908,0.000430,-30.011219,-6.113526,36.629616
0.234644,-0.191546,-8.825478,0.000655,0.000290,0.000563,-30.011219,-6.113526,36.629616
0.234644,-0.191546,-8.825478,0.000655,0.000290,0.000563,-30.011219,-6.113526,36.629616
0.234644,-0.191546,-8.825478,0.000788,0.000956,-0.000369,-30.011219,-6.113526,36.629616
0.234644,-0.191546,-8.825478,0.000788,0.000956,-0.000369,-30.011219,-6.113526,36.629616
0.239432,-0.186757,-8.825478,-0.000011,-0.000109,-0.000635,-30.011219,-6.113526,36.629616
0.239432,-0.186757,-8.825478,-0.000011,-0.000109,-0.000635,-30.011219,-6.113526,36.629616
0.249010,-0.191546,-8.839843,0.001587,0.000423,0.000430,-30.011219,-6.113526,36.629616
0.239432,-0.186757,-8.844632,-0.000543,-0.000376,-0.000635,-30.011219,-6.113526,36.629616
0.239432,-0.186757,-8.844632,-0.000543,-0.000376,-0.000635,-30.011219,-6.113526,36.629616
0.225066,-0.186757,-8.849421,-0.000410,0.000157,0.000164,-32.333515,-6.652955,36.802399
0.225066,-0.186757,-8.849421,-0.000410,0.000157,0.000164,-32.333515,-6.652955,36.802399
0.229855,-0.181969,-8.820688,0.000256,0.000157,0.000164,-32.333515,-6.652955,36.802399
0.229855,-0.181969,-8.820688,0.000256,0.000157,0.000164,-32.333515,-6.652955,36.802399
0.225066,-0.181969,-8.844632,-0.000277,-0.000109,-0.000502,-32.333515,-6.652955,36.802399
0.225066,-0.181969,-8.844632,-0.000277,-0.000109,-0.000502,-32.333515,-6.652955,36.802399
0.239432,-0.186757,-8.830266,-0.000410,-0.000376,-0.000236,-32.333515,-6.652955,36.802399
0.239432,-0.186757,-8.830266,-0.000410,-0.000376,-0.000236,-32.333515,-6.652955,36.802399
0.234644,-0.186757,-8.839843,-0.000277,-0.000376,0.000164,-32.333515,-6.652955,36.802399
0.234644,-0.186757,-8.839843,-0.000277,-0.000376,0.000164,-32.333515,-6.652955,36.802399
0.239432,-0.196335,-8.820688,-0.000277,-0.000376,0.000164,-32.333515,-6.652955,36.802399
0.239432,-0.191546,-8.854209,-0.000144,0.000290,-0.000635,-30.547132,-7.372194,35.074585
0.239432,-0.191546,-8.854209,-0.000144,0.000290,-0.000635,-30.547132,-7.372194,35.074585
0.229855,-0.186757,-8.825478,0.000123,0.000290,0.000297,-30.547132,-7.372194,35.074585
0.229855,-0.186757,-8.825478,0.000123,0.000290,0.000297,-30.547132,-7.372194,35.074585
0.239432,-0.201123,-8.849421,-0.000011,0.000423,0.000696,-30.547132,-7.372194,35.074585
0.239432,-0.201123,-8.849421,-0.000011,0.000423,0.000696,-30.547132,-7.372194,35.074585
0.229855,-0.205912,-8.830266,-0.000410,0.000290,0.000164,-30.547132,-7.372194,35.074585
0.229855,-0.205912,-8.830266,-0.000410,0.000290,0.000164,-30.547132,-7.372194,35.074585
0.234644,-0.191546,-8.844632,-0.000011,-0.000775,0.000164,-30.547132,-7.372194,35.074585
0.234644,-0.191546,-8.844632,-0.000011,-0.000775,0.000164,-30.547132,-7.372194,35.074585
0.229855,-0.186757,-8.825478,-0.000011,-0.000376,0.000696,-30.547132,-7.372194,35.074585
0.225066,-0.181969,-8.835054,0.001188,-0.000242,-0.000103,-30.725771,-6.113526,35.592930
0.225066,-0.181969,-8.835054,0.001188,-0.000242,-0.000103,-30.725771,-6.113526,35.592930
0.239432,-0.191546,-8.854209,0.000921,0.000157,0.000164,-30.725771,-6.113526,35.592930
0.239432,-0.191546,-8.854209,0.000921,0.000157,0.000164,-30.725771,-6.113526,35.592930
0.244221,-0.196335,-8.854209,-0.000277,-0.000376,-0.000635,-30.725771,-6.113526,35.592930
0.244221,-0.196335,-8.854209,-0.000277,-0.000376,-0.000635,-30.725771,-6.113526,35.592930
0.249010,-0.186757,-8.839843,0.000655,0.000423,0.000164,-30.725771,-6.113526,35.592930
0.249010,-0.186757,-8.839843,0.000655,0.000423,0.000164,-30.725771,-6.113526,35.592930
0.234644,-0.191546,-8.844632,0.000655,0.000690,0.000297,-30.725771,-6.113526,35.592930
0.234644,-0.191546,-8.844632,0.000655,0.000690,0.000297,-30.725771,-6.113526,35.592930
0.229855,-0.172391,-8.835054,0.001321,-0.000509,-0.000236,-30.725771,-6.113526,35.592930
0.229855,-0.172391,-8.835054,0.001321,-0.000509,-0.000236,-30.725771,-6.113526,35.592930
0.234644,-0.196335,-8.844632,-0.000410,0.000290,-0.000236,-31.797600,-7.192384,36.629616
0.229855,-0.191546,-8.839843,-0.000144,-0.000109,-0.000768,-31.797600,-7.192384,36.629616
0.229855,-0.191546,-8.839843,-0.000144,-0.000109,-0.000768,-31.797600,-7.192384,36.629616
0.220278,-0.186757,-8.835054,0.000921,-0.000242,0.000297,-31.797600,-7.192384,36.629616
0.220278,-0.186757,-8.835054,0.000921,-0.000242,0.000297,-31.797600,-7.192384,36.629616
0.229855,-0.196335,-8.830266,0.000655,-0.001174,-0.000236,-31.797600,-7.192384,36.629616
0.229855,-0.196335,-8.830266,0.000655,-0.001174,-0.000236,-31.797600,-7.192384,36.629616
0.220278,-0.181969,-8.835054,0.000788,-0.000642,-0.000369,-31.797600,-7.192384,36.629616
0.220278,-0.181969,-8.835054,0.000788,-0.000642,-0.000369,-31.797600,-7.192384,36.629616
0.234644,-0.201123,-8.820688,0.000389,0.000290,0.000696,-31.797600,-7.192384,36.629616
0.234644,-0.201123,-8.820688,0.000389,0.000290,0.000696,-31.797600,-7.192384,36.629616
0.220278,-0.181969,-8.820688,-0.000144,0.000423,0.000963,-31.797600,-7.192384,36.629616
0.225066,-0.196335,-8.844632,0.000788,0.000423,0.000430,-31.261686,-8.451051,35.420151
0.225066,-0.196335,-8.844632,0.000788,0.000423,0.000430,-31.261686,-8.451051,35.420151
0.234644,-0.191546,-8.839843,-0.000410,0.000823,-0.000103,-31.261686,-8.451051,35.420151
0.234644,-0.191546,-8.839843,-0.000410,0.000823,-0.000103,-31.261686,-8.451051,35.420151
0.220278,-0.186757,-8.839843,-0.000543,-0.000242,-0.000901,-31.261686,-8.451051,35.420151
0.220278,-0.186757,-8.839843,-0.000543,-0.000242,-0.000901,-31.261686,-8.451051,35.420151
0.220278,-0.196335,-8.830266,-0.000410,-0.000642,-0.000369,-31.261686,-8.451051,35.420151
0.220278,-0.196335,-8.830266,-0.000410,-0.000642,-0.000369,-31.261686,-8.451051,35.420151
0.239432,-0.205912,-8.844632,-0.000410,-0.000775,-0.000103,-31.261686,-8.451051,35.420151
0.239432,-0.205912,-8.844632,-0.000410,-0.000775,-0.000103,-31.261686,-8.451051,35.420151
0.239432,-0.186757,-8.815900,-0.000011,0.000690,-0.000635,-31.261686,-8.451051,35.420151
0.239432,-0.186757,-8.815900,-0.000011,0.000690,-0.000635,-31.261686,-8.451051,35.420151
0.239432,-0.210700,-8.839843,-0.000277,0.000024,-0.000236,-30.904409,-6.652955,36.456837
0.234644,-0.186757,-8.844632,-0.000676,0.000024,-0.000635,-30.904409,-6.652955,36.456837
0.234644,-0.186757,-8.844632,-0.000676,0.000024,-0.000635,-30.904409,-6.652955,36.456837
0.244221,-0.201123,-8.844632,-0.000410,0.000157,0.000031,-30.904409,-6.652955,36.456837
0.244221,-0.201123,-8.844632,-0.000410,0.000157,0.000031,-30.904409,-6.652955,36.456837
0.229855,-0.196335,-8.830266,0.000256,0.000290,0.000031,-30.904409,-6.652955,36.456837
0.229855,-0.196335,-8.830266,0.000256,0.000290,0.000031,-30.904409,-6.652955,36.456837
0.229855,-0.191546,-8.835054,0.000921,-0.000509,-0.000502,-30.904409,-6.652955,36.456837
0.229855,-0.191546,-8.835054,0.000921,-0.000509,-0.000502,-30.904409,-6.652955,36.456837
0.239432,-0.186757,-8.835054,-0.000277,-0.000775,0.000297,-30.904409,-6.652955,36.456837
0.239432,-0.186757,-8.835054,-0.000277,-0.000775,0.000297,-30.904409,-6.652955,36.456837
0.229855,-0.191546,-8.835054,-0.000277,-0.000509,0.000031,-32.154877,-7.552003,35.592930
0.229855,-0.186757,-8.839843,-0.000410,0.000024,0.000031,-32.154877,-7.552003,35.592930
0.229855,-0.186757,-8.839843,-0.000410,0.000024,0.000031,-32.154877,-7.552003,35.592930
0.239432,-0.191546,-8.835054,-0.000410,-0.000642,0.000563,-32.154877,-7.552003,35.592930
0.239432,-0.191546,-8.835054,-0.000410,-0.000642,0.000563,-32.154877,-7.552003,35.592930
0.258587,-0.201123,-8.854209,-0.000011,-0.000242,0.000031,-32.154877,-7.552003,35.592930
