ax,ay,az,gx,gy,gz,mx,my,mz
0.114928,-10.089680,1.034348,0.168969,-0.037128,0.006822,-28.939388,53.942879,42.158615
0.114928,-10.089680,1.034348,0.168969,-0.037128,0.006822,-28.939388,53.942879,42.158615
0.244221,-9.888556,0.967307,0.078554,-0.022480,-0.011554,-28.939388,53.942879,42.158615
0.244221,-9.888556,0.967307,0.078554,-0.022480,-0.011554,-28.939388,53.942879,42.158615
0.287319,-9.859825,1.005616,-0.008267,-0.038326,-0.020476,-28.939388,53.942879,42.158615
0.287319,-9.859825,1.005616,-0.008267,-0.038326,-0.020476,-28.939388,53.942879,42.158615
0.177180,-9.792784,1.096600,-0.062063,-0.057368,-0.031661,-28.939388,53.942879,42.158615
0.177180,-9.792784,1.096600,-0.062063,-0.057368,-0.031661,-28.939388,53.942879,42.158615
0.225066,-9.936443,1.043925,-0.069920,-0.037394,-0.038719,-28.939388,53.942879,42.158615
0.225066,-9.936443,1.043925,-0.069920,-0.037394,-0.038719,-28.939388,53.942879,42.158615
0.249010,-9.869402,0.900266,-0.034765,-0.026342,-0.021142,-28.403475,52.684212,41.294712
0.234644,-9.850247,0.981673,-0.010264,-0.038592,-0.011954,-28.403475,52.684212,41.294712
0.234644,-9.850247,0.981673,-0.010264,-0.038592,-0.011954,-28.403475,52.684212,41.294712
0.306473,-9.778418,0.948152,0.014504,-0.042188,-0.012087,-28.403475,52.684212,41.294712
0.306473,-9.778418,0.948152,0.014504,-0.042188,-0.012087,-28.403475,52.684212,41.294712
0.201123,-9.787995,1.034348,0.063107,-0.052841,-0.022074,-28.403475,52.684212,41.294712
0.201123,-9.787995,1.034348,0.063107,-0.052841,-0.022074,-28.403475,52.684212,41.294712
0.320839,-9.601238,1.158853,0.049525,-0.046715,-0.032061,-28.403475,52.684212,41.294712
0.320839,-9.601238,1.158853,0.049525,-0.046715,-0.032061,-28.403475,52.684212,41.294712
0.253798,-10.060948,1.225894,-0.036630,-0.047914,-0.063620,-28.403475,52.684212,41.294712
0.253798,-10.060948,1.225894,-0.036630,-0.047914,-0.063620,-28.403475,52.684212,41.294712
0.296896,-9.888556,0.842802,-0.039559,-0.027407,-0.048706,-30.011219,52.504402,42.504177
0.296896,-9.888556,0.842802,-0.039559,-0.027407,-0.048706,-30.011219,52.504402,42.504177
0.229855,-9.850247,1.106178,0.041935,-0.033666,-0.036988,-30.011219,52.504402,42.504177
0.272953,-9.893346,0.928998,0.076823,-0.022746,-0.031129,-30.011219,52.504402,42.504177
0.272953,-9.893346,0.928998,0.076823,-0.022746,-0.031129,-30.011219,52.504402,42.504177
0.220278,-9.950809,0.919420,0.076823,-0.041256,-0.027001,-30.011219,52.504402,42.504177
0.220278,-9.950809,0.919420,0.076823,-0.041256,-0.027001,-30.011219,52.504402,42.504177
0.244221,-9.974752,1.000827,0.075624,-0.064426,-0.024338,-30.011219,52.504402,42.504177
0.244221,-9.974752,1.000827,0.075624,-0.064426,-0.024338,-30.011219,52.504402,42.504177
0.210700,-9.864614,1.072657,0.069632,-0.076676,-0.015815,-30.011219,52.504402,42.504177
0.210700,-9.864614,1.072657,0.069632,-0.076676,-0.015815,-30.011219,52.504402,42.504177
0.143659,-9.811938,1.000827,0.134215,-0.064825,-0.003032,-29.653942,53.223640,42.158615
0.143659,-9.811938,1.000827,0.134215,-0.064825,-0.003032,-29.653942,53.223640,42.158615
0.268164,-9.634759,1.015193,0.203058,-0.044851,-0.001168,-29.653942,53.223640,42.158615
0.339994,-9.955598,1.178007,0.152990,-0.046848,-0.022740,-29.653942,53.223640,42.158615
0.339994,-9.955598,1.178007,0.152990,-0.046848,-0.022740,-29.653942,53.223640,42.158615
0.258587,-9.979541,1.221105,0.063773,-0.037660,-0.012087,-29.653942,53.223640,42.158615
0.258587,-9.979541,1.221105,0.063773,-0.037660,-0.012087,-29.653942,53.223640,42.158615
0.287319,-9.807150,1.254626,-0.033966,-0.018352,-0.017280,-29.653942,53.223640,42.158615
0.287319,-9.807150,1.254626,-0.033966,-0.018352,-0.017280,-29.653942,53.223640,42.158615
0.292107,-9.898134,1.292935,-0.087497,0.012541,-0.031795,-29.653942,53.223640,42.158615
0.292107,-9.898134,1.292935,-0.087497,0.012541,-0.031795,-29.653942,53.223640,42.158615
0.397458,-9.907711,1.350399,-0.117724,0.052223,-0.020742,-28.582113,53.583260,40.430805
0.397458,-9.907711,1.350399,-0.117724,0.052223,-0.020742,-28.582113,53.583260,40.430805
0.339994,-9.840671,1.139698,-0.069520,0.058082,-0.003698,-28.582113,53.583260,40.430805
0.407035,-9.821516,1.144487,-0.023713,0.053954,0.001096,-28.582113,53.583260,40.430805
0.407035,-9.821516,1.144487,-0.023713,0.053954,0.001096,-28.582113,53.583260,40.430805
0.354360,-9.855037,1.139698,-0.004405,0.041304,0.000696,-28.582113,53.583260,40.430805
0.354360,-9.855037,1.139698,-0.004405,0.041304,0.000696,-28.582113,53.583260,40.430805
0.320839,-9.874191,1.134909,-0.005603,0.035045,0.000430,-28.582113,53.583260,40.430805
0.320839,-9.874191,1.134909,-0.005603,0.035045,0.000430,-28.582113,53.583260,40.430805
0.411824,-9.869402,1.139698,-0.031436,0.023726,0.000430,-28.582113,53.583260,40.430805
0.411824,-9.869402,1.139698,-0.031436,0.023726,0.000430,-28.582113,53.583260,40.430805
0.359149,-9.902923,1.168430,-0.074580,0.006549,-0.000369,-28.760752,53.403450,41.294712
0.359149,-9.902923,1.168430,-0.074580,0.006549,-0.000369,-28.760752,53.403450,41.294712
0.407035,-9.816728,0.967307,-0.112265,-0.001840,-0.000103,-28.760752,53.403450,41.294712
0.407035,-9.816728,0.967307,-0.112265,-0.001840,-0.000103,-28.760752,53.403450,41.294712
0.440556,-9.811938,1.120543,-0.047016,-0.013026,-0.001834,-28.760752,53.403450,41.294712
0.373515,-9.840671,1.043925,0.032747,-0.009697,0.000031,-28.760752,53.403450,41.294712
0.373515,-9.840671,1.043925,0.032747,-0.009697,0.000031,-28.760752,53.403450,41.294712
0.469287,-9.898134,1.221105,0.070032,-0.009830,-0.000768,-28.760752,53.403450,41.294712
0.469287,-9.898134,1.221105,0.070032,-0.009830,-0.000768,-28.760752,53.403450,41.294712
0.339994,-9.883768,1.173219,0.024224,-0.004370,-0.000236,-28.760752,53.403450,41.294712
0.339994,-9.883768,1.173219,0.024224,-0.004370,-0.000236,-28.760752,53.403450,41.294712
0.172391,-9.792784,1.029559,0.001987,-0.001574,0.000031,-30.368494,53.942879,41.121929
0.172391,-9.792784,1.029559,0.001987,-0.001574,0.000031,-30.368494,53.942879,41.121929
0.210700,-9.816728,1.130121,0.090938,0.003752,0.000696,-30.368494,53.942879,41.121929
0.210700,-9.816728,1.130121,0.090938,0.003752,0.000696,-30.368494,53.942879,41.121929
0.268164,-9.878980,1.230682,0.139275,0.021196,-0.000103,-30.368494,53.942879,41.121929
0.330417,-9.883768,1.240260,0.103188,0.032116,0.000164,-30.368494,53.942879,41.121929
0.330417,-9.883768,1.240260,0.103188,0.032116,0.000164,-30.368494,53.942879,41.121929
0.344783,-9.802361,1.125332,0.084013,0.039439,0.001229,-30.368494,53.942879,41.121929
0.344783,-9.802361,1.125332,0.084013,0.039439,0.001229,-30.368494,53.942879,41.121929
0.330417,-9.840671,1.211528,0.151392,0.031317,0.000963,-30.368494,53.942879,41.121929
0.330417,-9.840671,1.211528,0.151392,0.031317,0.000963,-30.368494,53.942879,41.121929
0.368726,-9.883768,1.345610,0.160314,0.026656,-0.000369,-30.368494,53.942879,41.121929
0.368726,-9.883768,1.345610,0.160314,0.026656,-0.000369,-30.368494,53.942879,41.121929
0.402246,-9.907711,1.249837,0.096530,0.025857,-0.000236,-29.118027,54.122688,41.985836
0.402246,-9.907711,1.249837,0.096530,0.025857,-0.000236,-29.118027,54.122688,41.985836
0.301685,-9.835882,1.264203,0.013439,0.013739,-0.000502,-29.118027,54.122688,41.985836
0.301685,-9.835882,1.264203,0.013439,0.013739,-0.000502,-29.118027,54.122688,41.985836
0.258587,-9.811938,1.178007,0.056316,0.020797,0.000830,-29.118027,54.122688,41.985836
0.325628,-9.831093,1.312089,0.159648,0.019599,0.000031,-29.118027,54.122688,41.985836
0.325628,-9.831093,1.312089,0.159648,0.019599,0.000031,-29.118027,54.122688,41.985836
0.354360,-9.888556,1.340821,0.161379,0.018001,0.000430,-29.118027,54.122688,41.985836
0.354360,-9.888556,1.340821,0.161379,0.018001,0.000430,-29.118027,54.122688,41.985836
0.311262,-9.888556,1.455749,0.080551,0.009478,-0.000236,-29.118027,54.122688,41.985836
0.311262,-9.888556,1.455749,0.080551,0.009478,-0.000236,-29.118027,54.122688,41.985836
0.344783,-9.864614,1.350399,0.025423,0.014672,0.000297,-29.118027,55.561165,40.258022
0.344783,-9.864614,1.350399,0.025423,0.014672,0.000297,-29.118027,55.561165,40.258022
0.359149,-9.859825,1.312089,0.014237,0.020264,-0.000236,-29.118027,55.561165,40.258022
0.359149,-9.859825,1.312089,0.014237,0.020264,-0.000236,-29.118027,55.561165,40.258022
0.359149,-9.845459,1.331244,0.014504,0.009079,-0.000103,-29.118027,55.561165,40.258022
0.359149,-9.840671,1.340821,0.018765,0.001089,0.000164,-29.118027,55.561165,40.258022
0.359149,-9.840671,1.340821,0.018765,0.001089,0.000164,-29.118027,55.561165,40.258022
0.378303,-9.850247,1.340821,0.038206,0.000690,-0.000369,-29.118027,55.561165,40.258022
0.378303,-9.850247,1.340821,0.038206,0.000690,-0.000369,-29.118027,55.561165,40.258022
0.301685,-9.845459,1.383919,0.069233,-0.000908,0.000031,-29.118027,55.561165,40.258022
0.301685,-9.845459,1.383919,0.069233,-0.000908,0.000031,-29.118027,55.561165,40.258022
0.287319,-9.835882,1.374342,0.079619,-0.004370,-0.000103,-29.296665,55.381355,39.739677
0.287319,-9.835882,1.374342,0.079619,-0.004370,-0.000103,-29.296665,55.381355,39.739677
0.402246,-9.855037,1.436594,0.085478,-0.004237,-0.000635,-29.296665,55.381355,39.739677
0.402246,-9.855037,1.436594,0.085478,-0.004237,-0.000635,-29.296665,55.381355,39.739677
0.306473,-9.821516,1.522790,0.069233,0.001489,-0.000236,-29.296665,55.381355,39.739677
0.249010,-9.869402,1.570676,0.117437,0.053821,-0.001434,-29.296665,55.381355,39.739677
0.249010,-9.869402,1.570676,0.117437,0.053821,-0.001434,-29.296665,55.381355,39.739677
0.464499,-9.888556,1.441383,0.119833,0.094301,-0.001700,-29.296665,55.381355,39.739677
0.464499,-9.888556,1.441383,0.119833,0.094301,-0.001700,-29.296665,55.381355,39.739677
0.359149,-9.898134,1.537156,0.040204,0.062476,-0.002366,-29.296665,55.381355,39.739677
0.359149,-9.898134,1.537156,0.040204,0.062476,-0.002366,-29.296665,55.381355,39.739677
0.383092,-9.869402,1.245048,-0.073116,0.036909,-0.001168,-30.189857,55.201546,39.566898
0.383092,-9.869402,1.245048,-0.073116,0.036909,-0.001168,-30.189857,55.201546,39.566898
0.325628,-9.826304,1.403074,-0.078309,0.008014,-0.001168,-30.189857,55.201546,39.566898
0.325628,-9.826304,1.403074,-0.078309,0.008014,-0.001168,-30.189857,55.201546,39.566898
0.325628,-9.855037,1.474903,-0.028374,-0.000376,0.000031,-30.189857,55.201546,39.566898
0.325628,-9.855037,1.474903,-0.028374,-0.000376,0.000031,-30.189857,55.201546,39.566898
0.316051,-9.874191,1.474903,-0.039692,-0.000908,-0.000502,-30.189857,55.201546,39.566898
0.316051,-9.821516,1.407862,-0.079907,-0.000908,-0.000901,-30.189857,55.201546,39.566898
0.316051,-9.821516,1.407862,-0.079907,-0.000908,-0.000901,-30.189857,55.201546,39.566898
0.320839,-9.783207,1.297723,-0.042755,0.000157,-0.000369,-30.189857,55.201546,39.566898
0.320839,-9.783207,1.297723,-0.042755,0.000157,-0.000369,-30.189857,55.201546,39.566898
0.325628,-9.850247,1.359976,0.056183,0.001489,-0.000236,-30.011219,55.381355,39.739677
0.325628,-9.850247,1.359976,0.056183,0.001489,-0.000236,-30.011219,55.381355,39.739677
0.325628,-9.855037,1.441383,0.105585,0.001222,0.000164,-30.011219,55.381355,39.739677
0.325628,-9.855037,1.441383,0.105585,0.001222,0.000164,-30.011219,55.381355,39.739677
0.330417,-9.902923,1.594620,0.079086,0.001222,0.000164,-30.011219,55.381355,39.739677
0.330417,-9.902923,1.594620,0.079086,0.001222,0.000164,-30.011219,55.381355,39.739677
0.316051,-9.883768,1.527578,-0.047416,0.000290,0.000297,-30.011219,55.381355,39.739677
0.320839,-9.835882,1.383919,-0.130374,-0.001041,-0.000103,-30.011219,55.381355,39.739677
0.320839,-9.835882,1.383919,-0.130374,-0.001041,-0.000103,-30.011219,55.381355,39.739677
0.301685,-9.826304,1.316878,-0.071784,-0.001308,-0.000103,-30.011219,55.381355,39.739677
0.301685,-9.826304,1.316878,-0.071784,-0.001308,-0.000103,-30.011219,55.381355,39.739677
0.316051,-9.835882,1.379130,0.031415,0.000290,-0.000635,-28.760752,54.482307,40.603584
0.316051,-9.835882,1.379130,0.031415,0.000290,-0.000635,-28.760752,54.482307,40.603584
0.320839,-9.902923,1.489269,0.054984,0.000423,-0.000236,-28.760752,54.482307,40.603584
0.320839,-9.902923,1.489269,0.054984,0.000423,-0.000236,-28.760752,54.482307,40.603584
0.316051,-9.878980,1.541945,-0.019053,-0.000509,0.000164,-28.760752,54.482307,40.603584
0.316051,-9.878980,1.541945,-0.019053,-0.000509,0.000164,-28.760752,54.482307,40.603584
0.330417,-9.840671,1.359976,-0.086964,-0.001574,-0.000635,-28.760752,54.482307,40.603584
0.330417,-9.826304,1.331244,-0.046350,-0.001308,-0.000635,-28.760752,54.482307,40.603584
0.330417,-9.826304,1.331244,-0.046350,-0.001308,-0.000635,-28.760752,54.482307,40.603584
0.325628,-9.840671,1.383919,0.016102,-0.000109,-0.000768,-28.760752,54.482307,40.603584
0.325628,-9.840671,1.383919,0.016102,-0.000109,-0.000768,-28.760752,54.482307,40.603584
0.316051,-9.783207,1.336033,0.053520,0.000956,-0.000236,-29.296665,55.381355,40.430805
0.316051,-9.783207,1.336033,0.053520,0.000956,-0.000236,-29.296665,55.381355,40.430805
0.229855,-10.003485,1.302512,0.107050,0.006549,0.000297,-29.296665,55.381355,40.430805
0.229855,-10.003485,1.302512,0.107050,0.006549,0.000297,-29.296665,55.381355,40.430805
0.234644,-9.859825,1.522790,-0.001475,0.063408,-0.001567,-29.296665,55.381355,40.430805
0.234644,-9.859825,1.522790,-0.001475,0.063408,-0.001567,-29.296665,55.381355,40.430805
0.368726,-9.826304,1.417440,-0.020784,0.063541,-0.001434,-29.296665,55.381355,40.430805
0.368726,-9.826304,1.417440,-0.020784,0.063541,-0.001434,-29.296665,55.381355,40.430805
0.316051,-9.864614,1.455749,0.016768,0.046896,-0.001168,-29.296665,55.381355,40.430805
0.325628,-9.864614,1.522790,0.033945,0.037708,-0.001035,-29.296665,55.381355,40.430805
0.325628,-9.864614,1.522790,0.033945,0.037708,-0.001035,-29.296665,55.381355,40.430805
0.339994,-9.850247,1.513213,0.007047,0.019998,-0.001168,-29.296665,55.381355,40.430805
0.339994,-9.850247,1.513213,0.007047,0.019998,-0.001168,-29.296665,55.381355,40.430805
0.311262,-9.835882,1.417440,-0.012128,0.004418,-0.000901,-28.760752,54.482307,40.949146
0.311262,-9.835882,1.417440,-0.012128,0.004418,-0.000901,-28.760752,54.482307,40.949146
0.335205,-9.864614,1.470115,0.001854,0.000956,-0.000236,-28.760752,54.482307,40.949146
0.335205,-9.864614,1.470115,0.001854,0.000956,-0.000236,-28.760752,54.482307,40.949146
0.316051,-9.859825,1.465326,-0.009465,-0.000376,-0.000369,-28.760752,54.482307,40.949146
0.316051,-9.859825,1.465326,-0.009465,-0.000376,-0.000369,-28.760752,54.482307,40.949146
0.311262,-9.869402,1.484481,-0.033034,-0.000376,-0.001168,-28.760752,54.482307,40.949146
0.316051,-9.855037,1.412651,-0.064593,-0.001840,-0.001434,-28.760752,54.482307,40.949146
0.316051,-9.855037,1.412651,-0.064593,-0.001840,-0.001434,-28.760752,54.482307,40.949146
0.320839,-9.835882,1.355187,-0.052609,-0.000642,-0.000502,-28.760752,54.482307,40.949146
0.320839,-9.835882,1.355187,-0.052609,-0.000642,-0.000502,-28.760752,54.482307,40.949146
0.325628,-9.821516,1.340821,0.011042,-0.000109,0.000164,-29.296665,55.381355,38.702991
0.325628,-9.821516,1.340821,0.011042,-0.000109,0.000164,-29.296665,55.381355,38.702991
0.272953,-9.917289,1.412651,0.074559,0.005084,-0.000635,-29.296665,55.381355,38.702991
0.272953,-9.917289,1.412651,0.074559,0.005084,-0.000635,-29.296665,55.381355,38.702991
0.339994,-9.878980,1.551522,0.030483,0.021862,-0.000502,-29.296665,55.381355,38.702991
0.339994,-9.878980,1.551522,0.030483,0.021862,-0.000502,-29.296665,55.381355,38.702991
0.330417,-9.859825,1.455749,-0.011862,0.004418,-0.000901,-29.296665,55.381355,38.702991
0.311262,-9.811938,1.364764,-0.023979,-0.000242,-0.000635,-29.296665,55.381355,38.702991
0.311262,-9.811938,1.364764,-0.023979,-0.000242,-0.000635,-29.296665,55.381355,38.702991
0.325628,-9.826304,1.359976,0.045663,0.000690,-0.001301,-29.296665,55.381355,38.702991
0.325628,-9.826304,1.359976,0.045663,0.000690,-0.001301,-29.296665,55.381355,38.702991
0.320839,-9.878980,1.532367,0.110912,0.000823,-0.001168,-29.832581,55.920784,39.221336
0.320839,-9.878980,1.532367,0.110912,0.000823,-0.001168,-29.832581,55.920784,39.221336
0.320839,-9.878980,1.561099,0.059246,0.000157,-0.000236,-29.832581,55.920784,39.221336
0.320839,-9.878980,1.561099,0.059246,0.000157,-0.000236,-29.832581,55.920784,39.221336
0.320839,-9.835882,1.446172,-0.012794,-0.000509,-0.001301,-29.832581,55.920784,39.221336
0.320839,-9.835882,1.446172,-0.012794,-0.000509,-0.001301,-29.832581,55.920784,39.221336
0.320839,-9.831093,1.422228,-0.003739,-0.000376,-0.001168,-29.832581,55.920784,39.221336
0.320839,-9.831093,1.422228,-0.003739,-0.000376,-0.001168,-29.832581,55.920784,39.221336
0.316051,-9.874191,1.503635,0.030084,0.000423,0.000031,-29.832581,55.920784,39.221336
0.306473,-9.883768,1.551522,0.004916,-0.000242,-0.000103,-29.832581,55.920784,39.221336
0.306473,-9.883768,1.551522,0.004916,-0.000242,-0.000103,-29.832581,55.920784,39.221336
0.320839,-9.821516,1.460537,-0.059400,0.000157,-0.000236,-31.618961,54.841927,39.221336
0.320839,-9.821516,1.460537,-0.059400,0.000157,-0.000236,-31.618961,54.841927,39.221336
0.316051,-9.797572,1.359976,-0.050212,-0.000242,0.000430,-31.618961,54.841927,39.221336
0.316051,-9.797572,1.359976,-0.050212,-0.000242,0.000430,-31.618961,54.841927,39.221336
0.320839,-9.850247,1.422228,0.035010,0.000956,-0.000236,-31.618961,54.841927,39.221336
0.320839,-9.850247,1.422228,0.035010,0.000956,-0.000236,-31.618961,54.841927,39.221336
0.325628,-9.869402,1.532367,0.053253,0.000157,-0.000369,-31.618961,54.841927,39.221336
0.325628,-9.869402,1.532367,0.053253,0.000157,-0.000369,-31.618961,54.841927,39.221336
0.316051,-9.859825,1.503635,0.006381,-0.000109,-0.000103,-31.618961,54.841927,39.221336
0.339994,-9.835882,1.427017,-0.017055,-0.001041,0.000430,-31.618961,54.841927,39.221336
0.339994,-9.835882,1.427017,-0.017055,-0.001041,0.000430,-31.618961,54.841927,39.221336
0.325628,-9.845459,1.470115,0.006248,0.000157,0.000164,-30.189857,56.280403,39.912460
0.325628,-9.845459,1.470115,0.006248,0.000157,0.000164,-30.189857,56.280403,39.912460
0.316051,-9.855037,1.474903,0.027953,0.000956,0.000830,-30.189857,56.280403,39.912460
0.316051,-9.855037,1.474903,0.027953,0.000956,0.000830,-30.189857,56.280403,39.912460
0.316051,-9.855037,1.503635,0.022094,0.000157,0.000430,-30.189857,56.280403,39.912460
0.316051,-9.855037,1.503635,0.022094,0.000157,0.000430,-30.189857,56.280403,39.912460
0.311262,-9.821516,1.446172,-0.001076,0.000290,-0.000901,-30.189857,56.280403,39.912460
0.311262,-9.821516,1.446172,-0.001076,0.000290,-0.000901,-30.189857,56.280403,39.912460
0.330417,-9.845459,1.446172,0.019963,-0.000775,-0.000635,-30.189857,56.280403,39.912460
0.330417,-9.845459,1.446172,0.019963,-0.000775,-0.000635,-30.189857,56.280403,39.912460
0.320839,-9.845459,1.479692,0.048726,0.000956,-0.000103,-30.189857,56.280403,39.912460
0.316051,-9.840671,1.489269,0.070298,0.002421,0.000297,-29.832581,55.561165,39.566898
0.316051,-9.840671,1.489269,0.070298,0.002421,0.000297,-29.832581,55.561165,39.566898
0.330417,-9.840671,1.513213,0.088274,0.001888,0.000031,-29.832581,55.561165,39.566898
0.330417,-9.840671,1.513213,0.088274,0.001888,0.000031,-29.832581,55.561165,39.566898
0.335205,-9.850247,1.527578,0.092669,0.001222,-0.000236,-29.832581,55.561165,39.566898
0.335205,-9.850247,1.527578,0.092669,0.001222,-0.000236,-29.832581,55.561165,39.566898
0.320839,-9.835882,1.541945,0.096530,0.001089,0.000963,-29.832581,55.561165,39.566898
0.320839,-9.835882,1.541945,0.096530,0.001089,0.000963,-29.832581,55.561165,39.566898
0.335205,-9.845459,1.599408,0.101990,0.018134,0.000031,-29.832581,55.561165,39.566898
0.335205,-9.845459,1.599408,0.101990,0.018134,0.000031,-29.832581,55.561165,39.566898
0.368726,-9.888556,1.719124,0.068167,0.020664,0.000830,-29.832581,55.561165,39.566898
0.311262,-9.855037,1.628140,-0.006269,0.003220,-0.000635,-29.832581,55.561165,39.566898
0.311262,-9.855037,1.628140,-0.006269,0.003220,-0.000635,-29.832581,55.561165,39.566898
0.301685,-9.835882,1.570676,-0.030504,0.000157,-0.000901,-31.797600,55.381355,40.085243
0.301685,-9.835882,1.570676,-0.030504,0.000157,-0.000901,-31.797600,55.381355,40.085243
0.311262,-9.845459,1.561099,-0.011862,-0.000908,-0.000635,-31.797600,55.381355,40.085243
0.311262,-9.845459,1.561099,-0.011862,-0.000908,-0.000635,-31.797600,55.381355,40.085243
0.325628,-9.855037,1.589831,0.018365,0.000024,-0.000768,-31.797600,55.381355,40.085243
0.325628,-9.855037,1.589831,0.018365,0.000024,-0.000768,-31.797600,55.381355,40.085243
0.320839,-9.864614,1.637717,0.016235,0.000823,0.000696,-31.797600,55.381355,40.085243
0.320839,-9.864614,1.637717,0.016235,0.000823,0.000696,-31.797600,55.381355,40.085243
0.325628,-9.864614,1.666449,-0.023580,-0.000775,0.000031,-31.797600,55.381355,40.085243
0.330417,-9.826304,1.575465,-0.061131,-0.001441,-0.001168,-31.797600,55.381355,40.085243
0.330417,-9.826304,1.575465,-0.061131,-0.001441,-0.001168,-31.797600,55.381355,40.085243
0.306473,-9.807150,1.474903,-0.020650,-0.000509,0.000031,-29.653942,54.302498,38.357430
0.306473,-9.807150,1.474903,-0.020650,-0.000509,0.000031,-29.653942,54.302498,38.357430
0.316051,-9.845459,1.570676,0.055251,0.000557,0.000031,-29.653942,54.302498,38.357430
0.316051,-9.845459,1.570676,0.055251,0.000557,0.000031,-29.653942,54.302498,38.357430
0.316051,-9.888556,1.637717,0.053919,0.000024,-0.000236,-29.653942,54.302498,38.357430
0.316051,-9.888556,1.637717,0.053919,0.000024,-0.000236,-29.653942,54.302498,38.357430
0.301685,-9.835882,1.570676,0.007180,-0.000376,-0.000901,-29.653942,54.302498,38.357430
0.301685,-9.835882,1.570676,0.007180,-0.000376,-0.000901,-29.653942,54.302498,38.357430
0.325628,-9.826304,1.585042,0.013039,0.000290,0.000031,-29.653942,54.302498,38.357430
0.325628,-9.826304,1.585042,0.013039,0.000290,0.000031,-29.653942,54.302498,38.357430
0.325628,-9.831093,1.613774,-0.010131,0.016536,-0.000635,-29.653942,54.302498,38.357430
0.339994,-9.855037,1.642506,-0.027175,0.020531,-0.000103,-30.904409,55.920784,39.566898
0.339994,-9.855037,1.642506,-0.027175,0.020531,-0.000103,-30.904409,55.920784,39.566898
0.311262,-9.855037,1.585042,-0.028507,0.002953,-0.000768,-30.904409,55.920784,39.566898
0.311262,-9.855037,1.585042,-0.028507,0.002953,-0.000768,-30.904409,55.920784,39.566898
0.320839,-9.816728,1.565888,-0.027708,0.000423,-0.000236,-30.904409,55.920784,39.566898
0.320839,-9.816728,1.565888,-0.027708,0.000423,-0.000236,-30.904409,55.920784,39.566898
0.320839,-9.831093,1.580254,-0.015590,0.000024,-0.000635,-30.904409,55.920784,39.566898
0.320839,-9.831093,1.580254,-0.015590,0.000024,-0.000635,-30.904409,55.920784,39.566898
0.320839,-9.859825,1.628140,-0.020251,0.000157,0.000297,-30.904409,55.920784,39.566898
0.320839,-9.859825,1.628140,-0.020251,0.000157,0.000297,-30.904409,55.920784,39.566898
0.320839,-9.831093,1.551522,-0.050478,-0.000109,0.000031,-30.904409,55.920784,39.566898
0.316051,-9.835882,1.518001,-0.038494,-0.000509,-0.000502,-31.618961,55.920784,38.530212
0.316051,-9.835882,1.518001,-0.038494,-0.000509,-0.000502,-31.618961,55.920784,38.530212
0.320839,-9.869402,1.561099,-0.020917,-0.000908,-0.000502,-31.618961,55.920784,38.530212
0.320839,-9.869402,1.561099,-0.020917,-0.000908,-0.000502,-31.618961,55.920784,38.530212
0.320839,-9.840671,1.508424,-0.029040,-0.000109,0.000031,-31.618961,55.920784,38.530212
0.320839,-9.840671,1.508424,-0.029040,-0.000109,0.000031,-31.618961,55.920784,38.530212
0.311262,-9.821516,1.503635,-0.001475,0.000823,0.000031,-31.618961,55.920784,38.530212
0.311262,-9.821516,1.503635,-0.001475,0.000823,0.000031,-31.618961,55.920784,38.530212
0.316051,-9.840671,1.546733,0.038339,0.000157,-0.000502,-31.618961,55.920784,38.530212
0.316051,-9.840671,1.546733,0.038339,0.000157,-0.000502,-31.618961,55.920784,38.530212
0.311262,-9.845459,1.518001,0.060444,0.000290,0.000430,-31.618961,55.920784,38.530212
0.339994,-9.883768,1.695181,0.077755,0.000823,0.000164,-29.118027,56.280403,39.566898
0.339994,-9.883768,1.695181,0.077755,0.000823,0.000164,-29.118027,56.280403,39.566898
0.330417,-9.859825,1.632929,-0.000676,0.000823,0.000297,-29.118027,56.280403,39.566898
0.330417,-9.859825,1.632929,-0.000676,0.000823,0.000297,-29.118027,56.280403,39.566898
0.325628,-9.826304,1.527578,-0.043820,0.000423,0.000164,-29.118027,56.280403,39.566898
0.325628,-9.826304,1.527578,-0.043820,0.000423,0.000164,-29.118027,56.280403,39.566898
0.316051,-9.821516,1.489269,-0.010797,-0.000242,-0.000103,-29.118027,56.280403,39.566898
0.316051,-9.821516,1.489269,-0.010797,-0.000242,-0.000103,-29.118027,56.280403,39.566898
0.311262,-9.840671,1.575465,0.035943,0.000690,-0.001168,-29.118027,56.280403,39.566898
0.311262,-9.840671,1.575465,0.035943,0.000690,-0.001168,-29.118027,56.280403,39.566898
0.325628,-9.855037,1.613774,0.048193,0.000024,-0.000768,-29.118027,56.280403,39.566898
0.325628,-9.855037,1.613774,0.048193,0.000024,-0.000768,-29.118027,56.280403,39.566898
0.301685,-9.869402,1.642506,0.024757,-0.000242,-0.000502,-31.261686,55.201546,39.221336
0.272953,-9.931655,1.551522,-0.026510,0.003486,-0.000768,-31.261686,55.201546,39.221336
0.272953,-9.931655,1.551522,-0.026510,0.003486,-0.000768,-31.261686,55.201546,39.221336
0.215489,-9.802361,1.599408,-0.124382,0.040238,-0.000502,-31.261686,55.201546,39.221336
0.215489,-9.802361,1.599408,-0.124382,0.040238,-0.000502,-31.261686,55.201546,39.221336
0.383092,-9.792784,1.494058,-0.070319,0.028121,-0.000369,-31.261686,55.201546,39.221336
