bar,mx,my,mz,ax,ay,az,p,q,r
97370.367188,-0.540970,-0.630813,0.556262,-0.628693,-9.985435,1.420845,0.027964,0.021040,0.005326
97364.640625,-0.537661,-0.634898,0.554820,-0.208367,-9.751921,1.447789,0.016246,0.020773,0.040215
97364.343750,-0.534226,-0.635710,0.557203,-0.978964,-10.060878,1.347198,-0.020241,0.028497,0.103334
97363.210938,-0.527816,-0.641470,0.556711,-0.864003,-9.751921,1.445993,-0.036220,0.023969,0.068179
97365.601562,-0.520978,-0.641055,0.563586,-1.108295,-9.960287,1.507066,-0.008522,-0.040215,0.178704
97367.929688,-0.505371,-0.649763,0.567811,-1.956132,-9.268725,1.000519,-0.245018,0.102801,0.380045
97354.296875,-0.476191,-0.671351,0.567917,-2.101629,-9.288484,0.864003,-0.112389,0.027431,0.191221
97362.414062,-0.454210,-0.680323,0.575200,-2.389032,-9.575887,1.070574,-0.005593,0.014914,0.117449
97363.015625,-0.423517,-0.692667,0.583820,-2.577640,-9.408834,0.907114,-0.071641,0.006658,0.300414
97368.242188,-0.391744,-0.685059,0.614191,-2.791395,-9.631571,1.408271,0.071908,-0.017311,0.207999
97364.585938,-0.373876,-0.691770,0.617795,-4.093687,-9.751921,0.846041,-0.065516,0.038883,0.320122
97373.625000,-0.334686,-0.701630,0.629048,-4.406237,-8.699309,0.513732,-0.068179,0.023437,0.292690
97373.289062,-0.310828,-0.708111,0.634007,-4.544549,-8.449629,0.343087,-0.115585,0.002397,0.324383
97369.476562,-0.271624,-0.704588,0.655573,-5.550457,-8.181985,0.174238,-0.084691,-0.017577,0.282304
97363.859375,-0.241362,-0.705519,0.666324,-6.207891,-8.070617,-0.134720,-0.083626,0.001598,0.325715
97364.023438,-0.191663,-0.697150,0.690831,-6.206094,-7.894583,0.438289,0.031693,0.030095,0.367794
97368.359375,-0.141431,-0.681826,0.717712,-7.007228,-6.894063,0.023351,-0.077234,-0.011452,0.420260
97371.328125,-0.115544,-0.674004,0.729636,-7.790400,-6.576125,-0.337698,-0.096409,0.040748,0.311599
97357.703125,-0.079720,-0.659302,0.747640,-7.917934,-6.656956,-0.511935,-0.025567,0.018110,0.233034
97366.554688,-0.047536,-0.652543,0.756259,-8.323890,-5.843248,-0.298180,-0.002930,-0.025833,0.314263
97359.101562,-0.022064,-0.637638,0.770020,-8.873547,-5.492977,-0.165256,0.007457,0.077234,0.299348
97370.328125,-0.002232,-0.627140,0.778903,-8.839417,-5.088818,-0.449066,-0.007191,0.037552,0.200808
97370.687500,0.031149,-0.609630,0.792074,-8.738827,-4.533772,-0.449066,-0.041280,0.053265,0.367261
97362.875000,0.055186,-0.580561,0.812344,-9.437574,-4.167334,-0.353864,-0.044476,0.104399,0.315594
97368.062500,0.080859,-0.550290,0.831050,-9.656718,-3.213517,-0.903521,-0.079365,0.029562,0.331840
97363.078125,0.110913,-0.520611,0.846559,-9.509424,-2.997966,-0.612526,0.013050,0.029828,0.244486
97362.914062,0.136503,-0.507336,0.850868,-10.145302,-2.653083,-0.955613,-0.024768,-0.039150,0.192286
97372.695312,0.147004,-0.509919,0.847568,-9.566905,-1.909429,-0.775986,-0.011718,-0.014648,0.241822
97360.531250,0.159266,-0.466258,0.870194,-9.645941,-1.544788,-0.641266,-0.021040,0.000266,0.155267
97374.914062,0.165834,-0.453125,0.875886,-9.870474,-1.041833,-0.659229,-0.011985,0.007990,0.035954
97360.656250,0.179612,-0.445530,0.877065,-9.904603,-0.826282,-0.993334,-0.000799,-0.015180,0.068179
97363.171875,0.177531,-0.448499,0.875975,-10.091414,-0.553249,-0.937650,-0.018376,0.008256,-0.062320
97358.359375,0.165948,-0.474794,0.864310,-9.956695,-1.228645,-0.761616,-0.017577,-0.043145,-0.231436
97368.296875,0.140271,-0.478301,0.866921,-9.489666,-1.287922,-0.758024,-0.070842,-0.055662,-0.281771
97364.187500,0.135388,-0.496423,0.857458,-9.954898,-1.952540,-0.687969,-0.030894,-0.054330,-0.275379
97372.898438,0.099836,-0.523052,0.846433,-9.920769,-3.147055,-0.802930,-0.053797,0.122775,-0.440767
97366.742188,0.059768,-0.544314,0.836750,-9.376501,-3.748804,-1.528621,-0.237029,0.156599,-0.300946
97359.585938,0.033040,-0.547229,0.836331,-8.878936,-4.012855,-1.383124,-0.051134,0.052466,-0.324117
97362.171875,-0.012226,-0.539996,0.841579,-8.740623,-4.505032,-1.896855,-0.195482,0.050069,-0.295087
97364.734375,-0.029996,-0.541928,0.839889,-8.602311,-4.964875,-2.085463,-0.235431,0.198145,-0.239425
97365.757812,-0.054303,-0.521700,0.851399,-8.611292,-5.613327,-2.897375,-0.296419,0.247149,-0.267390
97367.234375,-0.089116,-0.503136,0.859600,-7.923323,-4.894821,-3.518882,-0.380045,0.257269,-0.202673
97362.109375,-0.124361,-0.479422,0.868728,-6.421646,-4.806804,-4.190685,-0.335302,0.316926,-0.402949
97368.203125,-0.165099,-0.443161,0.881108,-7.080875,-5.855823,-5.110373,-0.378713,0.392029,-0.267123
97368.695312,-0.185046,-0.417626,0.889577,-5.868396,-5.625901,-5.588179,-0.294022,0.348086,-0.163523
97369.289062,-0.227925,-0.390967,0.891737,-5.408553,-5.778583,-6.389313,-0.420260,0.324916,-0.026632
97361.500000,-0.258293,-0.340624,0.904025,-5.924080,-5.507347,-6.741381,-0.406943,0.392296,0.000266
97364.187500,-0.284721,-0.276768,0.917787,-3.847599,-4.140390,-8.262817,-0.596034,0.410938,0.018110
97372.625000,-0.304392,-0.242883,0.921061,-3.139870,-2.816543,-8.891509,-0.608018,0.225044,-0.027698
97366.875000,-0.326903,-0.217414,0.919709,-2.769840,-2.119592,-9.166338,-0.372321,0.270319,-0.072973
97375.804688,-0.361519,-0.176880,0.915433,-2.460882,-1.868115,-9.552535,-0.245018,0.349151,-0.031426
97373.226562,-0.389674,-0.158642,0.907186,-1.936373,-1.284329,-9.615404,-0.406677,0.307604,-0.026366
97367.445312,-0.414483,-0.147372,0.898046,-1.025667,-0.693358,-10.015971,-0.193085,0.361136,0.015180
97368.789062,-0.441334,-0.123696,0.888777,-0.853226,-0.413141,-9.838140,-0.127037,0.064184,0.003462
97385.156250,-0.438353,-0.132881,0.888926,-0.088017,-0.346679,-9.892029,-0.081495,0.096143,0.006658
97360.296875,-0.434956,-0.128198,0.891279,-0.371827,-0.562231,-9.852511,-0.008522,0.019708,0.246350
97365.351562,-0.437111,-0.142636,0.888025,-0.357457,-0.407752,-9.796827,-0.006125,0.018110,0.313730
97362.945312,-0.435634,-0.146740,0.888082,-0.481399,-0.251477,-9.845326,-0.014914,0.021572,0.310800
97379.117188,-0.446797,-0.154068,0.881269,-1.180146,0.346679,-10.095007,-0.056727,0.073505,0.249546
97381.210938,-0.443358,-0.158997,0.882130,-0.362845,-0.307161,-9.829160,0.002131,-0.003729,0.001598
97374.937500,-0.441677,-0.156871,0.883353,-0.395178,-0.278421,-9.812993,-0.005060,-0.002663,-0.002930
97369.210938,-0.442236,-0.157613,0.882941,-0.373623,-0.280217,-9.814790,-0.001065,-0.003196,-0.001065
97368.632812,-0.444094,-0.157188,0.882084,-0.391586,-0.282014,-9.823771,-0.005593,0.005859,-0.003196
97371.164062,-0.440937,-0.158676,0.883400,-0.382604,-0.274828,-9.823771,-0.006658,-0.001332,-0.003729
97368.304688,-0.448452,-0.156116,0.880067,-0.370030,-0.256866,-9.836345,0.000000,-0.001332,0.000533
97362.515625,-0.449704,-0.154444,0.879724,0.231718,0.391586,-9.847122,0.007191,-0.002397,-0.144081
97379.765625,-0.445962,-0.147639,0.882791,0.274828,-0.411345,-9.908195,-0.044210,0.041547,-0.108394
97376.984375,-0.451218,-0.150406,0.879648,0.102387,-0.235311,-9.881251,0.020241,-0.000533,-0.223979
97379.929688,-0.453740,-0.140552,0.879980,-0.290995,0.201182,-9.658514,-0.026899,-0.017311,-0.356874
97365.117188,-0.458708,-0.128012,0.879318,-0.770598,-0.571212,-9.848919,-0.023170,-0.018376,-0.451153
97370.312500,-0.455772,-0.113188,0.882870,-0.691562,-0.650248,-9.847122,0.114786,-0.055928,-0.472459
97376.937500,-0.468934,-0.089538,0.878683,-0.511935,-0.418530,-9.712402,-0.112123,-0.024768,-0.101470
97375.257812,-0.475932,-0.077301,0.876078,-0.204774,-0.032333,-10.051896,-0.111324,0.258335,-0.498026
97374.218750,-0.485678,-0.050086,0.872702,-0.267643,0.280217,-9.410630,0.033557,-0.052200,-0.041280
97367.648438,-0.513080,-0.045272,0.857146,-0.447270,0.795745,-8.210725,0.219717,0.066581,-0.064717
97369.882812,-0.506524,-0.049748,0.860789,0.361049,0.229922,-9.254355,0.047406,0.073239,-0.044476
97380.671875,-0.523825,-0.048168,0.850463,1.169368,-0.066462,-10.694959,0.016246,0.307072,-0.109459
97373.609375,-0.544744,-0.040970,0.837601,1.611249,-0.190404,-10.490185,0.069244,0.249279,-0.118514
97376.226562,-0.558699,-0.043909,0.828207,1.534010,-0.017963,-9.430388,0.115052,0.083359,-0.075103
97367.421875,-0.571216,-0.042425,0.819703,2.175276,0.082628,-10.066267,0.017844,0.305208,-0.097208
97370.179688,-0.583556,-0.038191,0.811174,2.699786,-0.084424,-9.933343,0.114253,0.214125,-0.076968
97364.085938,-0.597834,-0.038421,0.800698,2.658472,0.019759,-9.455537,0.049004,0.116650,-0.068712
97368.171875,-0.606176,-0.034943,0.794562,3.330275,-0.210163,-9.193282,0.011718,0.123841,-0.080430
97362.468750,-0.612444,-0.033351,0.789810,3.314108,-0.202978,-9.134006,0.006658,-0.004261,-0.060988
97374.179688,-0.623927,-0.025933,0.781052,3.123704,0.201182,-9.344169,-0.078033,0.113720,-0.080963
97364.187500,-0.623274,-0.018467,0.781786,3.299738,0.084424,-9.117839,-0.095610,0.002663,-0.126770
97363.687500,-0.626356,-0.007657,0.779499,3.782933,0.680784,-8.948990,-0.125971,0.020507,-0.085756
97371.968750,-0.631210,0.007679,0.775574,3.915857,0.686173,-9.128616,-0.087354,0.157398,-0.108394
97372.007812,-0.639842,0.010845,0.768430,2.838098,0.934058,-8.661588,-0.061787,0.067913,-0.065516
97367.382812,-0.641578,0.018331,0.766839,3.831432,0.943039,-8.711884,-0.004794,0.059657,-0.013849
97371.289062,-0.642018,0.021763,0.766380,3.680546,1.093925,-8.153245,-0.025567,-0.125172,-0.087887
97370.625000,-0.635760,0.043418,0.770665,3.175796,1.318458,-8.505313,-0.116117,-0.027698,-0.067913
97360.234375,-0.638812,0.037485,0.768449,3.696712,0.932261,-8.877139,0.018643,-0.051667,-0.024236
97365.796875,-0.626227,0.041956,0.778511,3.824247,1.451382,-9.306447,-0.071109,0.099605,-0.083093
97369.960938,-0.628352,0.059545,0.775647,3.533252,1.754951,-9.389075,-0.059923,0.095610,-0.061787
97366.921875,-0.631299,0.056254,0.773497,3.270998,1.776506,-8.993896,-0.111057,0.054064,-0.023437
97374.046875,-0.629942,0.062681,0.774108,3.576363,1.670526,-8.595126,0.054596,-0.059390,0.064450
97371.742188,-0.633821,0.059323,0.771201,3.989504,1.722618,-8.907676,0.029296,0.065516,-0.015979
97367.234375,-0.627605,0.052818,0.776738,3.533252,1.692081,-9.038803,0.195216,-0.038084,-0.025301
97364.250000,-0.634923,0.054600,0.770644,3.475772,1.541195,-8.914861,0.196547,0.053797,0.059657
97366.007812,-0.647887,0.042254,0.760563,4.961283,0.903521,-8.731642,0.182166,0.240757,-0.139554
97370.312500,-0.667245,0.039066,0.743814,5.399571,0.635878,-8.232281,0.136358,0.230370,0.037285
97370.898438,-0.680481,0.049058,0.731122,4.564308,1.237626,-8.329279,-0.077767,0.260465,-0.111590
97366.531250,-0.686368,0.044282,0.725905,5.307962,1.117277,-8.199947,0.010919,0.078299,0.038883
97367.445312,-0.696988,0.035250,0.716216,5.347479,0.962798,-7.937693,0.097208,0.252475,0.068445
97367.382812,-0.713155,0.028654,0.700420,5.731880,0.984353,-8.065228,0.025301,0.225310,0.133961
97365.757812,-0.725207,0.017649,0.688305,6.177354,0.775986,-7.405999,-0.036486,0.205070,0.086555
97371.804688,-0.741841,0.014610,0.670417,6.655160,0.458047,-6.992858,0.106263,0.341161,0.063385
97373.421875,-0.760578,0.013113,0.649114,7.273075,0.174238,-6.337221,0.041813,0.144880,-0.125439
97370.539062,-0.760510,0.031276,0.648573,6.687493,0.905317,-6.455775,-0.010120,-0.030095,-0.105997
97369.640625,-0.767704,0.031504,0.640030,7.289241,0.948428,-6.484515,-0.063119,0.180834,0.000533
97366.187500,-0.776867,0.038343,0.628496,7.123985,0.862207,-6.026468,0.060456,0.135559,-0.055129
97360.531250,-0.787625,0.033804,0.615227,7.326963,0.955613,-5.805527,-0.011718,0.142483,0.011452
97369.867188,-0.786770,0.037546,0.616104,7.858657,0.961002,-5.514532,-0.001332,0.062320,-0.018643
97368.789062,-0.788244,0.037535,0.614216,8.129893,0.955613,-5.530699,-0.071908,0.076968,0.000266
97374.273438,-0.798593,0.044461,0.600227,7.846084,1.208886,-5.460644,0.005060,0.058059,0.032492
97369.632812,-0.803975,0.029267,0.593943,8.083191,1.054407,-5.286407,-0.022105,0.031426,0.042612
97371.375000,-0.804402,0.036095,0.592988,7.928712,1.072370,-5.313351,-0.040481,0.031959,0.002930
97382.718750,-0.807443,0.031189,0.589121,8.198152,0.973575,-5.139113,-0.036753,0.052466,0.009588
97367.640625,-0.809440,0.039865,0.585847,8.181985,1.131647,-5.016967,-0.017311,0.023969,-0.009588
97371.968750,-0.811638,0.037831,0.582935,7.950267,1.251996,-5.361850,-0.054596,0.004261,-0.023969
97368.460938,-0.808615,0.029124,0.587617,8.072412,1.135239,-4.955894,-0.030627,-0.023703,0.054064
97368.992188,-0.809566,0.032658,0.586119,8.262817,1.194516,-5.022356,-0.033823,-0.135825,0.013050
97373.289062,-0.804158,0.035703,0.593343,8.110134,1.189127,-5.460644,-0.070842,-0.121178,-0.077500
97367.929688,-0.792378,0.037732,0.608862,7.680827,1.058000,-5.629493,-0.038351,-0.199211,0.022638
97369.085938,-0.783450,0.030197,0.620721,7.449109,1.269959,-5.880970,-0.023170,-0.283902,0.083626
97369.820312,-0.769335,0.016545,0.638631,7.009024,1.289718,-5.888155,0.014648,-0.266324,0.046340
97372.203125,-0.762777,0.011458,0.646560,7.309000,1.251996,-6.797065,-0.045808,-0.216522,0.032225
97369.179688,-0.748607,0.019444,0.662728,6.301296,1.072370,-6.854546,-0.099339,-0.321720,0.041280
97372.812500,-0.731466,0.006402,0.681848,6.233038,0.975372,-6.601272,0.108660,-0.343558,0.059657
97374.109375,-0.709451,0.007900,0.704711,6.141428,1.393901,-7.522756,-0.050335,-0.355277,0.079897
97370.328125,-0.684119,0.009350,0.729311,4.602030,1.507066,-7.743697,-0.242089,-0.675931,0.101736
97363.687500,-0.656733,0.007726,0.754084,3.899690,1.316662,-8.961564,-0.219717,-0.153935,-0.105198
97364.476562,-0.638621,0.012311,0.769423,3.585344,1.684896,-8.999286,-0.019974,-0.180302,0.086289
97368.718750,-0.627116,0.004600,0.778912,3.574566,1.557361,-8.582552,0.018643,-0.271651,0.098806
97375.476562,-0.603669,0.006144,0.797212,3.427273,1.807042,-8.284372,0.033291,-0.318790,0.095078
97375.617188,-0.598015,0.009177,0.801432,2.252516,1.880689,-8.286168,-0.029296,-0.204537,0.018909
97366.593750,-0.595590,0.003054,0.803283,2.322570,1.981280,-8.975934,-0.050602,-0.196281,-0.023437
97368.421875,-0.575901,-0.004559,0.817506,2.094445,1.501677,-9.051377,0.157664,-0.243953,0.060722
97388.609375,-0.559580,-0.009124,0.828726,1.512455,1.322051,-8.993896,0.287098,-0.362201,0.110258
97368.789062,-0.540765,-0.033139,0.840521,1.796265,0.529898,-9.751921,0.232235,-0.241556,0.074837
97372.945312,-0.524877,-0.049630,0.849730,0.973575,0.531694,-9.893826,0.192552,-0.286565,0.078033
97370.609375,-0.503758,-0.074964,0.860586,0.326920,0.179626,-10.075248,0.091616,-0.085490,0.011452
97370.164062,-0.496094,-0.073219,0.865176,0.643063,-0.662822,-9.945917,0.204271,-0.124107,-0.097475
97378.359375,-0.477199,-0.097541,0.873365,-0.373623,-0.418530,-9.390871,0.350749,-0.150473,0.156865
97372.203125,-0.464634,-0.104429,0.879323,0.641266,-1.174757,-9.965675,-0.133695,-0.073772,-0.102269
97367.546875,-0.456409,-0.099416,0.884199,-0.395178,-0.907114,-10.060878,0.181899,-0.093213,-0.025833
97365.828125,-0.456254,-0.088842,0.885404,-0.244292,-0.788560,-9.728569,-0.182166,0.055129,-0.122509
97371.375000,-0.445509,-0.101528,0.889502,-0.350272,-0.804727,-10.317743,0.093480,0.081762,-0.182698
97370.984375,-0.443809,-0.098793,0.890659,0.285606,-1.494492,-10.084229,0.114519,-0.027431,-0.176573
97375.734375,-0.464707,-0.076181,0.882181,0.105980,-1.126258,-9.502239,-0.292957,0.354478,-0.417064
97380.226562,-0.453819,-0.090764,0.886459,1.406475,-1.909429,-11.682904,0.104133,-0.083093,-0.490836
97374.406250,-0.466564,-0.051672,0.882977,0.152682,-1.040037,-8.654403,-0.006392,-0.092148,-0.404546
97368.914062,-0.465336,-0.026022,0.884751,0.513732,-0.504750,-9.834548,-0.593637,0.283103,-0.541703
97373.726562,-0.464233,0.003054,0.885708,1.559158,-0.492176,-10.398576,-0.042878,-0.025567,-0.598431
97377.539062,-0.454231,0.040034,0.889984,1.151406,0.041314,-10.060878,-0.090550,0.097741,-0.521729
97378.445312,-0.459218,0.063181,0.886074,0.273032,0.709525,-9.575887,-0.123042,0.041813,-0.267123
97364.546875,-0.450260,0.076078,0.889651,0.278421,0.461640,-8.938212,0.065516,-0.097208,-0.137157
97375.687500,-0.448176,0.082764,0.890106,0.396974,0.747246,-10.606942,-0.179236,0.131298,-0.019175
97382.289062,-0.440170,0.080595,0.894290,0.493973,0.901725,-10.757829,-0.009588,-0.083892,0.159528
97372.031250,-0.436768,0.069945,0.896851,-0.240699,0.134720,-8.943602,0.241556,-0.215456,0.228240
97367.289062,-0.434929,0.046434,0.899267,-1.243015,0.387993,-9.782456,-0.183497,0.054863,0.229838
97367.742188,-0.438407,0.027689,0.898350,-0.053888,0.876577,-10.188413,0.121710,-0.135026,0.329709
97354.140625,-0.438602,0.016752,0.898525,-0.102387,-0.495769,-9.146579,0.319855,-0.246616,0.238094
97371.945312,-0.431293,0.001524,0.902211,-0.781375,-0.574805,-9.275910,-0.005326,-0.030095,0.320122
97373.132812,-0.428783,-0.010681,0.903344,-0.784968,-0.091609,-10.059081,-0.043145,0.013583,0.189090
97369.343750,-0.426185,-0.024441,0.904306,-0.734672,0.107776,-10.141709,-0.090018,-0.087088,0.525191
97365.593750,-0.420631,-0.034926,0.906559,-0.903521,-0.093406,-10.669811,0.018110,-0.044210,0.197346
97374.437500,-0.413030,-0.045555,0.909577,-0.917891,-0.262255,-9.381889,0.025833,-0.149941,0.215456
97374.796875,-0.400491,-0.035158,0.915626,-1.119073,-0.233514,-10.181228,-0.103067,-0.077500,0.194417
97364.640625,-0.394214,-0.056100,0.917305,-1.449585,-0.079036,-9.755513,0.073505,-0.133695,0.180568
97374.796875,-0.390228,-0.053352,0.919171,-1.386716,-0.098795,-8.866362,-0.100404,-0.075902,0.180035
97370.539062,-0.387782,-0.056266,0.920032,-1.438808,0.240699,-10.429112,-0.165920,0.112655,-0.002131
97372.101562,-0.388358,-0.054827,0.919876,-1.645378,-0.012574,-10.105784,0.015180,0.056194,-0.086822
97367.234375,-0.400920,-0.051830,0.914646,-1.298699,-0.386197,-9.065747,0.217321,0.087621,-0.161126
97371.648438,-0.410887,-0.054785,0.910039,-0.558638,-0.176034,-9.326205,-0.193085,0.230370,-0.594436
97374.820312,-0.420817,-0.047438,0.905904,-0.749042,-0.443677,-11.194321,-0.107861,0.279108,-0.265525
97371.781250,-0.430379,-0.035102,0.901965,-0.544268,-0.718506,-10.222542,0.207200,-0.002131,-0.136358
97373.921875,-0.439438,-0.042872,0.897249,-0.687969,-0.727487,-8.911268,0.145413,0.014115,0.081229
97367.421875,-0.439305,-0.051683,0.896850,-0.713117,-1.171165,-9.717792,0.067114,0.041280,0.270319
97371.257812,-0.439138,-0.077764,0.895048,0.391586,-1.302292,-10.836864,-0.042079,0.051401,0.139554
97373.429688,-0.444276,-0.070229,0.893133,-0.034129,-0.955613,-9.317225,0.195748,-0.092415,0.030627
97373.156250,-0.442940,-0.074329,0.893465,-0.044907,-1.183738,-9.277706,0.010120,0.034356,0.028497
97371.390625,-0.444354,-0.085511,0.891761,0.506547,-1.269959,-10.355465,-0.056461,0.111856,0.020507
97373.453125,-0.449234,-0.084990,0.889362,-0.287402,-1.284329,-8.763975,0.317192,-0.155533,0.163257
97372.398438,-0.442471,-0.114039,0.889503,-0.068258,-1.670526,-10.885364,0.030095,-0.270053,0.128102
97377.039062,-0.442913,-0.105021,0.890392,-0.465233,-1.560954,-9.460925,-0.062054,0.003196,0.077234
97363.632812,-0.447508,-0.098084,0.888885,-0.176034,-0.950224,-9.782456,-0.259133,0.137423,0.065249
97369.289062,-0.455532,-0.079223,0.886687,0.350272,-0.811912,-9.771679,-0.260998,0.041547,0.100937
97371.164062,-0.460075,-0.070078,0.885110,0.000000,-0.847837,-9.861492,0.001598,0.014115,0.016778
97366.828125,-0.460973,-0.062790,0.885190,0.330513,-0.382604,-9.944120,0.006924,-0.052466,0.095078
97372.164062,-0.461685,-0.059820,0.885025,-0.238903,-0.409548,-9.825567,-0.004794,-0.005326,0.079098
97369.414062,-0.452724,-0.073415,0.888623,0.260458,-0.490380,-9.581275,0.113454,-0.181633,0.231436
97375.156250,-0.446066,-0.088602,0.890604,0.003593,-0.515528,-9.703421,-0.072440,0.042878,0.303610
97365.273438,-0.443972,-0.108323,0.889469,-0.490380,0.219144,-8.931027,-0.473791,-0.007457,0.961963
97369.882812,-0.438842,-0.144757,0.886827,-0.560435,-0.594564,-10.434501,0.039682,0.099872,0.506016
97369.734375,-0.436278,-0.138405,0.889104,-0.398771,-0.301772,-9.870474,-0.003995,-0.002397,0.001065
97374.703125,-0.439171,-0.139805,0.887459,-0.420326,-0.287402,-9.814790,-0.001598,-0.001065,0.000266
97370.960938,-0.440263,-0.141676,0.886621,-0.422122,-0.317939,-9.821975,-0.005593,0.001332,-0.000799
97375.570312,-0.439958,-0.146653,0.885963,-0.418530,-0.301772,-9.839937,-0.007191,-0.004794,0.001332
97371.968750,-0.440310,-0.150313,0.885174,-0.422122,-0.296384,-9.814790,-0.001598,-0.001598,0.000533
97368.492188,-0.433671,-0.149122,0.888646,-0.445474,-0.325124,-9.804012,-0.003729,-0.000533,-0.001598
97369.156250,-0.439240,-0.147938,0.886105,-0.413141,-0.287402,-9.805808,-0.001332,0.000000,-0.001332
97365.875000,-0.436082,-0.140818,0.888821,-0.431103,-0.328716,-9.791438,0.000000,0.001065,-0.000266
97375.406250,-0.443946,-0.140983,0.884893,-0.434696,-0.296384,-9.821975,-0.000533,0.000799,-0.003196
97361.984375,-0.437217,-0.150817,0.886621,-0.429307,-0.307161,-9.820178,-0.002397,0.000000,-0.001864
97368.398438,-0.442024,-0.151898,0.884048,-0.391586,-0.299976,-9.811197,0.003995,-0.000533,0.062853
97371.507812,-0.443183,-0.152822,0.883309,-0.833467,-0.086221,-9.854307,-0.008789,-0.001864,-0.033823
97370.578125,-0.438541,-0.149709,0.886154,-0.695154,-0.756227,-9.893826,-0.021839,0.017577,0.099339
97374.703125,-0.433205,-0.155588,0.887765,-1.963317,-1.758543,-9.056766,0.017577,0.008522,0.344624
97364.906250,-0.424819,-0.162342,0.890603,-1.251996,-0.964594,-10.373427,0.103334,0.019708,0.397622
97366.578125,-0.427091,-0.160933,0.889772,0.335901,0.244292,-9.951305,-0.037818,0.033024,0.215989
97370.664062,-0.416500,-0.169685,0.893160,-0.163460,-0.028740,-10.010582,0.151805,-0.324117,0.110525
97373.328125,-0.392159,-0.184545,0.901196,-1.158591,-1.128054,-9.645941,0.039682,-0.361668,-0.078832
97362.617188,-0.374677,-0.198176,0.905728,-2.058519,-1.250200,-10.091414,0.193351,-0.249812,0.148875
97370.804688,-0.376065,-0.204282,0.903794,-2.803969,-1.460363,-10.251282,0.094811,-0.037818,0.120911
97359.187500,-0.397495,-0.201829,0.895133,-0.673599,-0.792153,-8.383166,0.295087,0.269520,-0.217321
97363.210938,-0.413364,-0.212851,0.885339,0.008981,-1.259181,-9.507628,-0.126770,0.193085,0.218919
97363.468750,-0.426149,-0.223003,0.876736,-1.841171,-1.789080,-9.618997,0.061521,-0.067646,-0.062320
97359.937500,-0.410666,-0.214596,0.886173,-2.094445,-1.744173,-9.098080,-0.010120,-0.054596,0.056194
97364.351562,-0.407376,-0.209861,0.888821,-0.492176,-1.199905,-9.087302,0.164855,-0.029828,0.075103
97359.750000,-0.414902,-0.208999,0.885537,0.014370,-1.352587,-10.227930,0.060189,0.048737,0.015447
97369.835938,-0.430342,-0.190403,0.882356,-1.040037,-1.255589,-10.319540,-0.696172,0.021040,-0.152604
97366.593750,-0.438224,-0.161614,0.884218,0.183219,-0.713117,-9.909991,-0.309469,0.093480,0.014382
97369.773438,-0.443702,-0.145324,0.884313,-0.497565,-0.199385,-9.714199,0.014914,-0.026632,-0.088420
97368.460938,-0.445495,-0.145938,0.883310,-0.407752,-0.208367,-9.989027,0.052732,-0.019974,-0.003995
97367.765625,-0.446169,-0.154384,0.881532,-0.414937,-0.326920,-9.875862,0.017844,0.003462,0.054596
97366.554688,-0.443477,-0.157612,0.882319,-0.549657,-0.224533,-9.800420,-0.003729,0.002131,0.011718
97368.671875,-0.437784,-0.159335,0.884849,-0.429307,-0.282014,-9.812993,-0.007457,0.000266,-0.002131
97361.765625,-0.441191,-0.154886,0.883946,-0.425715,-0.265847,-9.821975,-0.001598,-0.002131,-0.001065
97373.289062,-0.442947,-0.156425,0.882796,-0.429307,-0.260458,-9.812993,-0.002397,-0.003196,-0.002397
97366.742188,-0.443379,-0.159242,0.882075,-0.432900,-0.253273,-9.804012,0.000000,-0.000266,0.000799
97373.109375,-0.440840,-0.159882,0.883232,-0.409548,-0.260458,-9.796827,-0.002930,-0.001332,-0.002930
97366.281250,-0.448376,-0.158800,0.879626,-0.431103,-0.269440,-9.816586,-0.003995,-0.000533,-0.003196
97370.367188,-0.445214,-0.159226,0.881153,-0.413141,-0.256866,-9.809401,-0.002663,0.001598,-0.000533
97372.078125,-0.441554,-0.158586,0.883108,-0.438289,-0.285606,-9.821975,-0.000266,-0.002663,0.000000
97376.101562,-0.439804,-0.156962,0.884271,-0.423918,-0.256866,-9.818382,-0.002663,0.001864,-0.001598
97370.046875,-0.447616,-0.151263,0.881340,-0.429307,-0.262255,-9.814790,-0.005859,-0.001864,-0.001065
97362.109375,-0.439955,-0.154914,0.884557,-0.436492,-0.258662,-9.814790,-0.002131,0.001864,-0.001065
97376.328125,-0.445049,-0.161836,0.880761,-0.423918,-0.262255,-9.821975,-0.005859,0.002930,-0.002397
97368.562500,-0.440999,-0.148564,0.885126,-0.429307,-0.273032,-9.811197,-0.000266,-0.001864,0.000799
97366.117188,-0.438366,-0.150785,0.886058,-0.427511,-0.262255,-9.818382,0.000533,-0.002663,-0.000799
97365.625000,-0.440558,-0.155126,0.884219,-0.418530,-0.273032,-9.757309,-0.025301,-0.004794,0.002663
97369.867188,-0.436506,-0.150680,0.886994,-1.498085,0.474214,-9.929750,-0.103334,-0.011186,0.169382
97363.976562,-0.442292,-0.147955,0.884583,-0.456251,-0.395178,-9.766291,0.040481,0.002131,0.068445
97370.851562,-0.440082,-0.161726,0.883274,-0.538879,-0.583786,-9.766291,0.030361,0.049270,-0.010653
97385.750000,-0.439867,-0.155981,0.884413,-0.061073,-0.587379,-9.906399,-0.042346,0.049803,-0.192020
